lambda,CH0 - loss [db/mm],CH0 - insertion loss [dB]
1535.4699999999998,-0.05454,-44.28989

1535.475,-0.0416,-44.34959

1535.4799999999998,-0.04039,-44.89828

1535.485,-0.03869,-45.06358

1535.4899999999998,-0.05715,-43.60752

1535.4949999999997,-0.19442,-34.70307

1535.4999999999998,-0.19279,-34.91742

1535.5049999999999,-0.039,-44.76338

1535.51,-0.03422,-44.92831

1535.5149999999999,-0.18585,-35.5678

1535.5199999999998,-0.19041,-35.46627

1535.5249999999999,-0.02814,-45.24805

1535.5299999999997,-0.0437,-44.65409

1535.5349999999999,-0.04198,-44.50761

1535.54,-0.0571,-43.38084

1535.5449999999998,-0.05182,-43.94571

1535.5499999999997,-0.05583,-43.67497

1535.5549999999998,-0.04346,-44.30745

1535.5599999999997,-0.05698,-43.52948

1535.5649999999998,-0.06438,-43.43948

1535.57,-0.06895,-42.53178

1535.5749999999998,-0.04445,-43.88079

1535.5799999999997,-0.04349,-45.1358

1535.5849999999998,-0.1929,-34.19926

1535.5899999999997,-0.18581,-35.93664

1535.5949999999998,-0.05369,-44.50185

1535.6,-0.04805,-44.43727

1535.6049999999998,-0.04972,-45.32578

1535.6099999999997,-0.19733,-35.20418

1535.6149999999998,-0.06137,-42.99298

1535.62,-0.19503,-34.08274

1535.625,-0.1934,-34.87275

1535.6299999999999,-0.05639,-44.0547

1535.6349999999998,-0.19233,-34.58181

1535.6399999999999,-0.04858,-44.49192

1535.6449999999998,-0.07267,-42.42467

1535.6499999999999,-0.04842,-44.02014

1535.655,-0.04828,-43.73425

1535.6599999999999,-0.20886,-33.62071

1535.6649999999997,-0.064,-42.90905

1535.6699999999998,-0.03361,-44.53644

1535.6749999999997,-0.04367,-44.2758

1535.6799999999998,-0.03969,-44.70042

1535.685,-0.18884,-34.97525

1535.6899999999998,-0.18322,-35.47113

1535.6949999999997,-0.04823,-44.2737

1535.6999999999998,-0.07134,-42.81526

1535.7049999999997,-0.19125,-35.94069

1535.7099999999998,-0.043,-45.60706

1535.715,-0.0636,-43.38959

1535.7199999999998,-0.18953,-35.08784

1535.7249999999997,-0.042,-45.71058

1535.7299999999998,-0.1838,-34.82829

1535.7349999999997,-0.19143,-35.07484

1535.74,-0.28381,-31.52274

1535.745,-0.05174,-44.25294

1535.7499999999998,-0.0373,-45.6245

1535.7549999999999,-0.04519,-44.72001

1535.7599999999998,-0.05922,-43.94894

1535.7649999999999,-0.17393,-36.65719

1535.77,-0.04117,-45.71637

1535.7749999999999,-0.04634,-44.90852

1535.7799999999997,-0.19096,-34.75773

1535.7849999999999,-0.18574,-35.88218

1535.7899999999997,-0.03747,-45.4748

1535.7949999999998,-0.05414,-43.9797

1535.8,-0.18075,-36.10652

1535.8049999999998,-0.1799,-35.89205

1535.8099999999997,-0.17938,-35.46396

1535.8149999999998,-0.05285,-44.52359

1535.8199999999997,-0.03432,-45.81701

1535.8249999999998,-0.05058,-44.54833

1535.83,-0.19806,-34.76224

1535.8349999999998,-0.03893,-45.41911

1535.84,-0.04353,-45.66719

1535.8449999999998,-0.05048,-44.73991

1535.8499999999997,-0.17754,-35.45206

1535.855,-0.18379,-36.43436

1535.86,-0.18925,-35.24849

1535.8649999999998,-0.05018,-44.73132

1535.87,-0.04095,-44.99803

1535.8749999999998,-0.0557,-44.45949

1535.8799999999997,-0.03623,-45.44735

1535.885,-0.03059,-46.38766

1535.8899999999999,-0.1767,-37.14036

1535.8949999999998,-0.17898,-36.45702

1535.8999999999999,-0.02214,-46.30912

1535.9049999999997,-0.03636,-45.4659

1535.9099999999996,-0.039,-45.41127

1535.915,-0.18098,-36.5413

1535.9199999999998,-0.04385,-44.74642

1535.9249999999997,-0.03815,-46.21996

1535.9299999999998,-0.03489,-45.2564

1535.9349999999997,-0.04473,-45.37493

1535.9399999999998,-0.18767,-34.97245

1535.945,-0.15311,-40.04695

1535.9499999999998,-0.13935,-41.27168

1535.955,-0.1341,-42.3313

1535.9599999999998,-0.1377,-49.45274

1535.9649999999997,-0.18226,-36.34524

1535.9699999999998,-0.04481,-44.54435

1535.975,-0.0355,-45.17603

1535.9799999999998,-0.04799,-44.18326

1535.985,-0.18621,-34.76246

1535.9899999999998,-0.06939,-42.91084

1535.9949999999997,-0.04722,-44.74068

1536.0,-0.03458,-45.06294

1536.0049999999999,-0.04877,-44.19954

1536.0099999999998,-0.03514,-45.07663

1536.0149999999999,-0.18565,-34.69154

1536.0199999999998,-0.05371,-44.20107

1536.0249999999996,-0.19449,-33.91453

1536.03,-0.05366,-43.51858

1536.0349999999999,-0.04745,-44.26596

1536.0399999999997,-0.03847,-44.82598

1536.0449999999998,-0.0403,-45.46831

1536.0499999999997,-0.04523,-44.54516

1536.0549999999996,-0.19449,-34.72049

1536.06,-0.04863,-44.0813

1536.0649999999998,-0.0379,-44.89039

1536.07,-0.06016,-43.41988

1536.0749999999998,-0.06075,-43.87555

1536.0799999999997,-0.05847,-43.27266

1536.0849999999998,-0.04545,-44.3079

1536.09,-0.07081,-42.83487

1536.0949999999998,-0.15156,-39.49344

1536.1,-0.04615,-44.05763

1536.1049999999998,-0.14007,-40.29349

1536.1099999999997,-0.04846,-43.84817

1536.1149999999998,-0.05978,-42.53401

1536.12,-0.05459,-43.53229

1536.1249999999998,-0.04701,-44.3861

1536.1299999999999,-0.19259,-34.36752

1536.1349999999998,-0.19545,-34.27499

1536.1399999999996,-0.18909,-34.11984

1536.145,-0.0416,-44.57169

1536.1499999999999,-0.04626,-44.64873

1536.1549999999997,-0.19155,-35.00864

1536.1599999999999,-0.19321,-34.95949

1536.1649999999997,-0.04245,-44.55426

1536.1699999999996,-0.04485,-44.47764

1536.175,-0.04425,-45.31874

1536.1799999999998,-0.04633,-44.90115

1536.185,-0.04425,-44.70811

1536.1899999999998,-0.03288,-45.8954

1536.1949999999997,0.00686,-58.82596

1536.1999999999998,-0.17924,-36.36095

1536.205,-0.18797,-35.8102

1536.2099999999998,-0.10486,-41.74788

1536.215,-0.04459,-45.19504

1536.2199999999998,-0.17592,-36.7259

1536.2249999999997,-0.05394,-44.95342

1536.2299999999998,-0.04033,-45.89196

1536.235,-0.04005,-46.44397

1536.2399999999998,-0.05696,-44.39224

1536.245,-0.05253,-44.16303

1536.2499999999998,-0.03801,-45.07933

1536.2549999999997,-0.04007,-45.37938

1536.2599999999998,-0.18864,-35.51562

1536.2649999999999,-0.04485,-44.6674

1536.2699999999998,-0.03826,-45.84053

1536.2749999999999,-0.03574,-45.97581

1536.2799999999997,-0.03298,-46.04765

1536.2849999999999,-0.04978,-45.83535

1536.29,-0.18164,-35.44511

1536.2949999999998,-0.05506,-44.9271

1536.3,-0.04243,-45.06987

1536.3049999999998,-0.05677,-44.14226

1536.3099999999997,-0.18944,-36.06228

1536.3149999999998,-0.18261,-36.91362

1536.32,-0.18257,-35.61548

1536.3249999999998,-0.04694,-44.69601

1536.33,-0.05348,-44.70959

1536.3349999999998,-0.04485,-45.34273

1536.3399999999997,-0.15002,-40.84189

1536.3449999999998,-0.04173,-44.8959

1536.35,-0.02991,-45.53834

1536.3549999999998,-0.04421,-45.05672

1536.36,-0.18043,-36.22457

1536.3649999999998,-0.04289,-44.71564

1536.3699999999997,-0.03025,-45.49941

1536.3749999999998,-0.19721,-34.99143

1536.3799999999999,-0.28533,-31.52482

1536.3849999999998,-0.18871,-34.76136

1536.3899999999999,-0.1916,-35.01102

1536.3949999999998,-0.15492,-39.87625

1536.3999999999999,-0.1416,-40.9755

1536.4049999999997,-0.06862,-42.67736

1536.4099999999999,-0.04206,-44.69123

1536.415,-0.18807,-35.32003

1536.4199999999998,-0.05491,-43.96745

1536.4249999999997,-0.04404,-44.39451

1536.4299999999998,-0.04224,-44.96657

1536.4349999999997,-0.03577,-46.0364

1536.4399999999998,-0.04801,-44.41986

1536.445,-0.03338,-45.47048

1536.4499999999998,-0.06213,-44.09078

1536.4549999999997,-0.19106,-34.03919

1536.4599999999998,-0.1903,-34.76196

1536.465,-0.14118,-48.88371

1536.4699999999998,-0.19088,-35.17966

1536.475,-0.18757,-34.81127

1536.4799999999998,-0.04206,-45.05083

1536.4849999999997,-0.1374,-41.22978

1536.4899999999998,-0.05277,-44.49081

1536.495,-0.04538,-45.13228

1536.4999999999998,-0.04416,-44.59574

1536.5049999999999,-0.04135,-43.99098

1536.5099999999998,-0.06793,-43.26912

1536.5149999999999,-0.05344,-43.92086

1536.5199999999998,-0.19738,-34.33126

1536.5249999999999,-0.05541,-43.25825

1536.53,-0.04938,-44.45624

1536.5349999999999,-0.05433,-45.02383

1536.5399999999997,-0.17834,-37.244

1536.5449999999998,-0.05783,-43.44626

1536.5499999999997,-0.04008,-44.93511

1536.5549999999998,-0.06254,-43.81207

1536.56,-0.04642,-44.81398

1536.5649999999998,-0.04971,-44.60741

1536.5699999999997,-0.06878,-43.42883

1536.5749999999998,-0.03726,-46.02502

1536.5799999999997,-0.04105,-44.61162

1536.5849999999998,-0.06044,-43.40177

1536.59,-0.04617,-45.04779

1536.5949999999998,-0.05323,-45.35129

1536.5999999999997,-0.08075,-43.02132

1536.6049999999998,-0.04595,-44.86368

1536.61,-0.03748,-45.19098

1536.6149999999998,-0.0402,-45.22466

1536.62,-0.05074,-44.49189

1536.6249999999998,-0.1839,-35.94668

1536.6299999999999,-0.06725,-45.25561

1536.6349999999998,-0.03609,-45.45922

1536.6399999999999,-0.04394,-44.81853

1536.645,-0.06495,-44.519

1536.6499999999999,-0.18312,-35.99762

1536.6549999999997,-0.18985,-35.46201

1536.6599999999999,-0.18787,-35.56407

1536.6649999999997,-0.0415,-45.59023

1536.6699999999998,-0.13531,-42.53551

1536.675,-0.08122,-43.33742

1536.6799999999998,-0.1476,-41.50388

1536.6849999999997,-0.05375,-44.3511

1536.6899999999998,-0.06292,-43.69073

1536.6949999999997,-0.05304,-44.7858

1536.6999999999998,-0.04821,-45.10574

1536.705,-0.04202,-45.28125

1536.7099999999998,-0.04007,-45.00896

1536.7149999999997,-0.18751,-35.0608

1536.7199999999998,-0.18109,-36.83322

1536.7249999999997,-0.18366,-36.22976

1536.7299999999998,-0.03857,-45.1493

1536.735,-0.03479,-45.34055

1536.7399999999998,-0.0336,-45.96769

1536.745,-0.02198,-46.92249

1536.7499999999998,-0.02981,-46.2636

1536.7549999999999,-0.18608,-36.39139

1536.76,-0.19192,-35.5767

1536.7649999999999,-0.06357,-45.04147

1536.7699999999998,-0.03902,-45.66022

1536.7749999999999,-0.05601,-46.03474

1536.7799999999997,-0.05162,-46.58674

1536.7849999999999,-0.05732,-45.07623

1536.79,-0.06006,-43.72823

1536.7949999999998,-0.19296,-35.16615

1536.7999999999997,-0.05069,-44.55075

1536.8049999999998,-0.04492,-44.76484

1536.8099999999997,-0.05736,-44.77096

1536.8149999999998,-0.0495,-44.5871

1536.82,-0.04211,-44.90109

1536.8249999999998,-0.03455,-45.26742

1536.8299999999997,-0.18489,-35.13572

1536.8349999999998,-0.03875,-45.5066

1536.8399999999997,-0.18653,-35.28814

1536.845,-0.0358,-46.03941

1536.85,-0.06242,-43.05498

1536.8549999999998,-0.2111,-34.55757

1536.86,-0.07371,-43.30496

1536.8649999999998,-0.04281,-44.78323

1536.8699999999997,-0.06087,-44.97521

1536.875,-0.18519,-36.2263

1536.8799999999999,-0.04875,-44.40217

1536.8849999999998,-0.04452,-44.76423

1536.8899999999999,-0.08436,-42.46579

1536.8949999999998,-0.17919,-36.41537

1536.8999999999999,-0.04442,-44.88934

1536.905,-0.19021,-35.21792

1536.9099999999999,-0.08209,-42.011

1536.9149999999997,-0.03751,-45.06437

1536.9199999999998,-0.04195,-44.73191

1536.9249999999997,-0.03825,-44.87834

1536.9299999999998,-0.04465,-45.69629

1536.935,-0.07464,-42.73217

1536.9399999999998,-0.0474,-43.85571

1536.9449999999997,-0.05153,-43.69973

1536.9499999999998,-0.1442,-40.25388

1536.9549999999997,-0.18799,-35.50484

1536.96,-0.04215,-44.91676

1536.965,-0.06469,-43.84844

1536.9699999999998,-0.06055,-43.32282

1536.975,-0.18882,-34.16957

1536.9799999999998,-0.05806,-43.17535

1536.9849999999997,-0.06096,-43.89454

1536.99,-0.18579,-35.14913

1536.995,-0.04473,-44.9328

1536.9999999999998,-0.04685,-44.42461

1537.0049999999999,-0.03513,-44.71665

1537.0099999999998,-0.2021,-35.71958

1537.0149999999996,-0.19159,-35.54385

1537.02,-0.05486,-44.34587

1537.0249999999999,-0.05599,-44.11091

1537.0299999999997,-0.06066,-43.84945

1537.0349999999999,-0.10651,-41.13658

1537.0399999999997,-0.03988,-44.70229

1537.0449999999996,-0.04816,-45.64326

1537.05,-0.18642,-36.73522

1537.0549999999998,-0.13652,-49.78443

1537.0599999999997,-0.13648,-49.23116

1537.0649999999998,-0.0363,-45.1482

1537.0699999999997,-0.05441,-44.13204

1537.0749999999998,-0.11176,-41.29091

1537.08,-0.05056,-44.89495

1537.0849999999998,-0.03751,-45.48277

1537.09,-0.03829,-45.32687

1537.0949999999998,-0.04645,-44.98685

1537.0999999999997,-0.05064,-44.59082

1537.1049999999998,-0.07981,-42.58598

1537.11,-0.03858,-45.23872

1537.1149999999998,-0.04214,-45.41559

1537.12,-0.04865,-45.77987

1537.1249999999998,-0.07272,-44.67246

1537.1299999999997,-0.03798,-46.76893

1537.135,-0.05057,-45.79971

1537.1399999999999,-0.02761,-49.46393

1537.1449999999998,-0.0414,-45.62472

1537.1499999999999,-0.02779,-46.12571

1537.1549999999997,-0.04386,-46.21132

1537.1599999999996,-0.00342,-59.07217

1537.165,-0.04401,-45.69804

1537.1699999999998,-0.17178,-39.78463

1537.1749999999997,-0.03733,-45.64524

1537.1799999999998,-0.18097,-36.02263

1537.1849999999997,-0.18442,-35.33418

1537.1899999999998,-0.04184,-45.33378

1537.195,-0.04298,-45.20916

1537.1999999999998,-0.04579,-45.69977

1537.205,-0.04416,-45.26306

1537.2099999999998,-0.049,-44.66384

1537.2149999999997,-0.03277,-45.94955

1537.2199999999998,-0.03188,-46.26389

1537.225,-0.02937,-46.16014

1537.2299999999998,-0.0394,-45.56251

1537.235,-0.1823,-36.05264

1537.2399999999998,-0.19343,-35.025

1537.2449999999997,-0.18116,-36.16171

1537.2499999999998,-0.04375,-46.50377

1537.2549999999999,-0.03388,-46.32308

1537.2599999999998,-0.03652,-45.78719

1537.2649999999999,-0.05433,-44.45482

1537.2699999999998,-0.0649,-43.74757

1537.2749999999996,-0.28531,-31.89228

1537.28,-0.04646,-45.05064

1537.2849999999999,-0.03129,-45.94555

1537.2899999999997,-0.03262,-46.08583

1537.2949999999998,-0.03958,-45.79692

1537.2999999999997,-0.04891,-45.32516

1537.3049999999998,-0.03045,-46.00274

1537.31,-0.04967,-44.64606

1537.3149999999998,-0.193,-35.42493

1537.32,-0.18513,-36.18766

1537.3249999999998,-0.04593,-44.86672

1537.3299999999997,-0.04414,-44.74726

1537.3349999999998,-0.18147,-36.15956

1537.34,-0.18164,-36.30423

1537.3449999999998,-0.21907,-34.32755

1537.35,-0.05938,-44.06627

1537.3549999999998,-0.05783,-44.23548

1537.3599999999997,-0.05839,-43.97193

1537.3649999999998,-0.18719,-35.13663

1537.37,-0.21838,-33.45493

1537.3749999999998,-0.05851,-43.15033

1537.3799999999999,-0.19146,-34.50626

1537.3849999999998,-0.04485,-44.32949

1537.3899999999996,-0.18525,-35.21823

1537.3949999999998,-0.04548,-44.57232

1537.3999999999999,-0.07248,-42.67

1537.405,-0.04207,-44.10035

1537.4099999999999,-0.19015,-35.12805

1537.4149999999997,-0.05736,-44.10889

1537.4199999999998,-0.04403,-44.32486

1537.425,-0.05951,-43.59402

1537.4299999999998,-0.04998,-44.66168

1537.435,-0.06956,-43.35803

1537.4399999999998,-0.05177,-44.56006

1537.4449999999997,-0.04271,-44.98735

1537.4499999999998,-0.04859,-44.2572

1537.455,-0.05719,-44.6429

1537.4599999999998,-0.05113,-46.02266

1537.465,-0.04238,-44.73392

1537.4699999999998,-0.02875,-48.66413

1537.4749999999997,-0.02958,-45.74067

1537.4799999999998,-0.04775,-45.28537

1537.485,-0.08257,-44.36693

1537.4899999999998,-0.04657,-44.68596

1537.495,-0.18311,-36.54652

1537.4999999999998,-0.18975,-35.55829

1537.5049999999997,-0.18533,-35.40681

1537.5099999999998,-0.05317,-44.65226

1537.5149999999999,-0.03863,-45.53894

1537.52,-0.07992,-42.41382

1537.5249999999999,-0.18122,-36.58279

1537.5299999999997,-0.04388,-44.93437

1537.5349999999999,-0.16871,-39.69315

1537.5399999999997,-0.18785,-36.43177

1537.5449999999998,-0.0473,-44.78674

1537.55,-0.06527,-44.25033

1537.5549999999998,-0.04748,-45.18709

1537.5599999999997,-0.03715,-45.2891

1537.5649999999998,-0.05329,-44.25556

1537.5699999999997,-0.06119,-44.37375

1537.5749999999998,-0.03567,-45.64253

1537.58,-0.03788,-45.79641

1537.5849999999998,-0.06306,-44.74385

1537.5899999999997,-0.18895,-35.95658

1537.5949999999998,-0.1822,-35.9508

1537.6,-0.19222,-35.71791

1537.6049999999998,-0.04619,-45.68156

1537.61,-0.03438,-46.23754

1537.6149999999998,-0.18382,-37.05057

1537.6199999999997,0.01349,-60.10174

1537.6249999999998,-0.15436,-40.40929

1537.6299999999999,-0.19112,-35.7282

1537.635,-0.18894,-36.08561

1537.6399999999999,-0.05089,-45.28925

1537.6449999999998,-0.18173,-36.39645

1537.6499999999999,-0.02787,-48.57679

1537.6549999999997,-0.04997,-44.63483

1537.6599999999999,-0.03572,-45.60527

1537.665,-0.03343,-46.024

1537.6699999999998,-0.05515,-45.34979

1537.6749999999997,-0.06838,-43.48567

1537.6799999999998,-0.04673,-44.81704

1537.6849999999997,-0.18742,-35.85595

1537.6899999999998,-0.13641,-42.55953

1537.695,-0.0365,-46.30033

1537.6999999999998,-0.02641,-48.54577

1537.7049999999997,-0.18309,-36.33907

1537.7099999999998,-0.05485,-45.00446

1537.7149999999997,-0.04909,-44.99273

1537.7199999999998,-0.17882,-36.83123

1537.725,-0.18435,-35.80503

1537.7299999999998,-0.15461,-40.21048

1537.7349999999997,-0.05445,-44.83184

1537.7399999999998,-0.07914,-43.40344

1537.745,-0.04282,-45.38963

1537.75,-0.03179,-46.31113

1537.7549999999999,-0.06918,-45.11709

1537.7599999999998,-0.04547,-46.69328

1537.7649999999999,-0.04464,-45.91435

1537.7699999999998,-0.07235,-43.2249

1537.7749999999999,-0.18709,-35.45937

1537.78,-0.19039,-35.62657

1537.7849999999999,-0.03581,-46.03262

1537.7899999999997,-0.03589,-45.39226

1537.7949999999998,-0.04414,-44.63384

1537.7999999999997,-0.04289,-45.26201

1537.8049999999998,-0.05141,-44.66344

1537.81,-0.0356,-45.74978

1537.8149999999998,-0.03607,-45.14326

1537.8199999999997,-0.03142,-46.1347

1537.8249999999998,-0.03593,-45.36126

1537.8299999999997,-0.03961,-45.77511

1537.8349999999998,-0.02904,-45.49299

1537.84,-0.04847,-44.49005

1537.8449999999998,-0.05073,-44.90448

1537.85,-0.00557,-57.7613

1537.8549999999998,-0.04267,-45.2551

1537.8599999999997,-0.04088,-44.957

1537.865,-0.0293,-48.29501

1537.87,-0.18282,-35.74577

1537.8749999999998,-0.03906,-45.32136

1537.8799999999999,-0.05242,-44.51208

1537.8849999999998,-0.05713,-44.06472

1537.8899999999999,-0.05903,-44.09493

1537.895,-0.04458,-45.04431

1537.8999999999999,-0.04736,-44.20423

1537.9049999999997,-0.18401,-35.42816

1537.9099999999999,-0.18556,-35.17718

1537.9149999999997,-0.1905,-34.85745

1537.9199999999998,-0.15352,-39.96663

1537.925,-0.03472,-45.17053

1537.9299999999998,-0.03736,-45.30798

1537.9349999999997,-0.19361,-34.98502

1537.9399999999998,-0.05839,-44.21342

1537.9449999999997,-0.19921,-34.69422

1537.9499999999998,-0.0313,-45.57311

1537.955,-0.00468,-58.09522

1537.9599999999998,-0.0373,-46.43068

1537.965,-0.03484,-45.22904

1537.9699999999998,-0.03507,-44.97656

1537.9749999999997,-0.06722,-43.27446

1537.98,-0.04877,-44.46414

1537.985,-0.04171,-45.51536

1537.9899999999998,-0.04353,-44.94214

1537.995,-0.08504,-42.43108

1537.9999999999998,-0.18379,-36.33154

1538.0049999999997,-0.17779,-36.51129

1538.01,-0.03468,-46.02041

1538.0149999999999,-0.1812,-35.74638

1538.0199999999998,-0.03665,-45.97736

1538.0249999999999,-0.06294,-44.1867

1538.0299999999997,-0.02971,-47.12192

1538.0349999999996,-0.1389,-41.78423

1538.04,-0.18128,-36.51869

1538.0449999999998,-0.17281,-36.90391

1538.0499999999997,-0.04352,-45.56688

1538.0549999999998,-0.03773,-46.61824

1538.0599999999997,-0.18483,-36.54174

1538.0649999999998,-0.18087,-35.863

1538.07,-0.03084,-46.21395

1538.0749999999998,-0.03754,-45.91798

1538.08,-0.04052,-45.73082

1538.0849999999998,-0.04012,-45.61274

1538.0899999999997,-0.03903,-45.69397

1538.095,-0.17676,-36.99213

1538.1,-0.1833,-37.00128

1538.1049999999998,-0.0458,-46.94654

1538.11,-0.17355,-37.74282

1538.1149999999998,-0.03837,-46.19501

1538.1199999999997,-0.04179,-46.0619

1538.125,-0.0369,-46.50753

1538.1299999999999,-0.04142,-46.19399

1538.1349999999998,-0.02984,-46.98353

1538.1399999999999,-0.04006,-46.97313

1538.1449999999998,-0.1489,-41.86985

1538.1499999999996,-0.16949,-40.84561

1538.155,-0.048,-46.13034

1538.1599999999999,-0.04884,-45.14392

1538.1649999999997,-0.0461,-45.51401

1538.1699999999998,-0.04245,-45.98278

1538.1749999999997,-0.0466,-45.9286

1538.1799999999996,-0.03704,-46.50035

1538.185,-0.04131,-45.42174

1538.1899999999998,-0.04757,-44.74556

1538.195,-0.05236,-44.22422

1538.1999999999998,-0.02923,-45.9008

1538.2049999999997,-0.0581,-45.56728

1538.2099999999998,-0.04355,-46.04483

1538.215,-0.05592,-44.98599

1538.2199999999998,-0.05028,-44.67609

1538.225,-0.04936,-46.33028

1538.2299999999998,-0.0381,-46.41734

1538.2349999999997,-0.02462,-49.57396

1538.2399999999998,-0.08839,-42.20686

1538.245,-0.20686,-35.27598

1538.2499999999998,-0.04173,-46.00362

1538.2549999999999,-0.02797,-46.34823

1538.2599999999998,-0.04178,-45.88165

1538.2649999999996,-0.04024,-45.73884

1538.27,-0.07771,-42.69801

1538.2749999999999,-0.04698,-45.6521

1538.2799999999997,-0.05124,-44.51078

1538.2849999999999,-0.18867,-35.97991

1538.2899999999997,-0.03669,-45.52159

1538.2949999999996,-0.0389,-45.15773

1538.3,-0.10352,-46.56377

1538.3049999999998,-0.19418,-34.63461

1538.31,-0.18875,-34.91252

1538.3149999999998,-0.19715,-34.86359

1538.3199999999997,-0.19197,-34.92512

1538.3249999999998,-0.28829,-31.21031

1538.33,-0.06165,-43.57042

1538.3349999999998,-0.04393,-44.77355

