lambda,CH0 - loss [db/mm],CH0 - insertion loss [dB]

1542.59,-0.04732,-46.1421

1542.5949999999998,-0.03937,-46.91854

1542.5999999999997,-0.0346,-47.53389

1542.6049999999998,-0.05139,-56.41578

1542.61,-0.04436,-45.99454

1542.6149999999998,-0.0353,-47.34789

1542.62,-0.04119,-47.03039

1542.6249999999998,-0.18302,-37.06632

1542.6299999999997,-0.17854,-37.06392

1542.6349999999998,-0.05638,-44.93795

1542.6399999999999,-0.0468,-45.91777

1542.6449999999998,-0.17955,-36.84798

1542.6499999999999,-0.18092,-36.71616

1542.6549999999997,-0.00055,-59.48517

1542.6599999999999,-0.04288,-46.84139

1542.665,-0.0248,-50.19051

1542.6699999999998,0.02635,-61.13146

1542.675,-0.03831,-47.10529

1542.6799999999998,-0.05823,-45.43636

1542.6849999999997,-0.03569,-47.04496

1542.6899999999998,-0.04315,-46.43322

1542.695,-0.02471,-47.45981

1542.6999999999998,-0.07278,-44.56739

1542.705,-0.04844,-45.85312

1542.7099999999998,-0.03058,-46.97872

1542.7149999999997,-0.03885,-46.07441

1542.7199999999998,-0.05218,-45.25641

1542.725,-0.27762,-33.29439

1542.7299999999998,-0.17504,-37.14657

1542.735,-0.17789,-36.63493

1542.7399999999998,-0.18248,-36.30144

1542.7449999999997,-0.18869,-35.94928

1542.7499999999998,-0.20358,-35.80813

1542.7549999999999,-0.03941,-45.99051

1542.7599999999998,-0.0432,-45.64283

1542.7649999999999,-0.04096,-45.98602

1542.7699999999998,-0.18667,-35.37516

1542.7749999999999,-0.04494,-45.1702

1542.7799999999997,-0.04276,-46.17743

1542.7849999999999,-0.18621,-37.16595

1542.79,-0.0637,-44.04386

1542.7949999999998,-0.03823,-45.15437

1542.7999999999997,-0.03975,-45.36119

1542.8049999999998,-0.13377,-49.9755

1542.81,-0.04675,-45.3171

1542.8149999999998,-0.03775,-45.33987

1542.82,-0.09972,-42.71826

1542.8249999999998,-0.04084,-45.3213

1542.8299999999997,-0.05485,-45.09623

1542.8349999999998,-0.0287,-45.98142

1542.84,-0.05105,-44.459

1542.8449999999998,-0.08029,-43.31228

1542.85,-0.03705,-46.52877

1542.8549999999998,-0.03478,-46.95071

1542.8599999999997,-0.04793,-45.20496

1542.8649999999998,-0.04689,-45.09969

1542.87,-0.17273,-38.0939

1542.8749999999998,-0.18092,-36.13881

1542.8799999999999,-0.03729,-45.29958

1542.8849999999998,-0.04327,-46.01675

1542.8899999999999,-0.18561,-35.55407

1542.8949999999998,-0.05526,-44.84497

1542.8999999999999,-0.0439,-45.35275

1542.905,-0.04001,-45.28753

1542.9099999999999,-0.04353,-45.38417

1542.9149999999997,-0.053,-44.79551

1542.9199999999998,-0.05252,-44.73713

1542.9249999999997,-0.04295,-45.30039

1542.9299999999998,-0.18376,-35.93042

1542.935,-0.0501,-45.00514

1542.9399999999998,-0.03957,-45.80371

1542.9449999999997,-0.03602,-46.07061

1542.9499999999998,-0.0354,-46.36086

1542.9549999999997,-0.03609,-45.68343

1542.9599999999998,-0.05698,-44.65259

1542.965,-0.1866,-36.07584

1542.9699999999998,-0.07434,-44.6196

1542.9749999999997,-0.03412,-46.1485

1542.9799999999998,-0.05823,-44.61701

1542.985,-0.06744,-44.2863

1542.99,-0.04575,-46.0931

1542.995,-0.03872,-46.38047

1542.9999999999998,-0.03552,-46.95065

1543.0049999999999,-0.03578,-45.70876

1543.0099999999998,-0.03133,-46.00734

1543.0149999999999,-0.02697,-47.30588

1543.02,-0.0449,-46.97747

1543.0249999999999,-0.1778,-37.28641

1543.0299999999997,-0.03728,-45.80453

1543.0349999999999,-0.03755,-46.08257

1543.0399999999997,-0.17941,-37.40576

1543.0449999999998,-0.04426,-46.63095

1543.05,-0.05544,-45.35641

1543.0549999999998,-0.04614,-46.04147

1543.0599999999997,-0.13543,-42.66672

1543.0649999999998,-0.04916,-45.62148

1543.0699999999997,-0.0665,-44.34542

1543.0749999999998,-0.03887,-45.84502

1543.08,-0.03465,-45.74981

1543.0849999999998,-0.03447,-47.0162

1543.0899999999997,-0.04231,-46.01584

1543.0949999999998,-0.02769,-47.39406

1543.0999999999997,-0.02626,-47.45654

1543.105,-0.17989,-36.17882

1543.11,-0.18108,-37.39902

1543.1149999999998,-0.18143,-37.34053

1543.12,-0.03576,-47.42083

1543.1249999999998,-0.18196,-37.20432

1543.1299999999999,-0.04941,-45.64566

1543.135,-0.03453,-47.76327

1543.1399999999999,-0.12431,-39.95789

1543.1449999999998,-0.04158,-46.72038

1543.1499999999999,-0.04482,-46.72483

1543.1549999999997,-0.1858,-37.10433

1543.1599999999999,-0.04445,-45.84315

1543.165,-0.03493,-46.29861

1543.1699999999998,-0.18798,-36.06031

1543.1749999999997,-0.17997,-37.1024

1543.1799999999998,-0.05682,-44.91112

1543.1849999999997,-0.04445,-45.94979

1543.1899999999998,-0.09997,-41.69621

1543.195,-0.04968,-44.9334

1543.1999999999998,-0.056,-44.53214

1543.2049999999997,-0.04169,-45.51482

1543.2099999999998,-0.05595,-44.14685

1543.2149999999997,-0.0263,-46.908

1543.22,-0.02762,-46.92377

1543.225,-0.18832,-35.77784

1543.2299999999998,-0.03701,-45.84359

1543.235,-0.04283,-45.66974

1543.2399999999998,-0.19367,-35.38077

1543.2449999999997,-0.04973,-44.64867

1543.25,-0.04495,-45.39582

1543.2549999999999,-0.0329,-46.2661

1543.2599999999998,-0.02981,-46.62433

1543.2649999999999,-0.04143,-45.10159

1543.2699999999998,-0.18741,-35.86172

1543.2749999999999,-0.1734,-38.59139

1543.28,-0.05088,-45.02695

1543.2849999999999,-0.03344,-46.05033

1543.2899999999997,-0.04699,-45.55585

1543.2949999999998,-0.055,-44.54104

1543.2999999999997,-0.19464,-34.56979

1543.3049999999998,-0.192,-35.31354

1543.31,-0.05301,-45.31863

1543.3149999999998,-0.19019,-35.48458

1543.3199999999997,-0.28765,-31.29194

1543.3249999999998,-0.17442,-39.38069

1543.3299999999997,-0.0528,-44.71275

1543.335,-0.05475,-44.93155

1543.34,-0.05444,-44.43327

1543.3449999999998,-0.19309,-35.53401

1543.35,-0.18737,-35.67968

1543.3549999999998,-0.06143,-44.5953

1543.3599999999997,-0.06003,-44.89553

1543.365,-0.19117,-35.58909

1543.37,-0.04608,-44.90111

1543.3749999999998,-0.03382,-46.02042

1543.3799999999999,-0.04936,-46.01221

1543.3849999999998,-0.04433,-45.8557

1543.3899999999996,-0.0432,-45.2223

1543.395,-0.00875,-58.74855

1543.3999999999999,-0.28227,-32.36562

1543.4049999999997,-0.18504,-36.10059

1543.4099999999999,-0.17934,-36.35429

1543.4149999999997,-0.03769,-45.44069

1543.4199999999996,-0.11663,-40.37865

1543.425,-0.2865,-32.1489

1543.4299999999998,-0.17769,-37.44882

1543.4349999999997,-0.18192,-36.10408

1543.4399999999998,-0.04905,-45.93077

1543.4449999999997,-0.04119,-46.42099

1543.4499999999998,0.0175,-60.2812

1543.455,-0.05777,-44.37393

1543.4599999999998,-0.16495,-40.0155

1543.465,-0.19412,-35.49967

1543.4699999999998,-0.07089,-45.13753

1543.4749999999997,-0.17887,-37.2552

1543.48,-0.0511,-44.76606

1543.485,-0.03896,-45.80023

1543.4899999999998,-0.0498,-45.95481

1543.495,-0.03092,-46.76363

1543.4999999999998,-0.05095,-45.14041

1543.5049999999997,-0.17963,-36.73662

1543.51,-0.17577,-37.5156

1543.5149999999999,-0.057,-44.69356

1543.5199999999998,-0.04939,-45.52179

1543.5249999999999,-0.17893,-37.66405

1543.5299999999997,-0.18156,-36.51657

1543.5349999999996,-0.03988,-47.08516

1543.54,-0.06483,-44.59692

1543.5449999999998,-0.2774,-32.98996

1543.55,-0.18525,-37.01738

1543.5549999999998,-0.18213,-36.31084

1543.5599999999997,-0.03631,-46.99934

1543.5649999999998,-0.17922,-36.71457

1543.57,-0.1866,-36.62228

1543.5749999999998,-0.05251,-45.11511

1543.58,-0.1868,-36.19018

1543.5849999999998,-0.18413,-36.89967

1543.5899999999997,-0.18341,-37.17452

1543.5949999999998,-0.17742,-37.27529

1543.6,-0.18224,-36.70492

1543.6049999999998,-0.18682,-36.34204

1543.61,-0.03628,-46.27167

1543.6149999999998,-0.0663,-43.75084

1543.6199999999997,-0.03323,-46.39252

1543.6249999999998,-0.03127,-47.93743

1543.6299999999999,-0.04203,-46.43335

1543.6349999999998,-0.17973,-36.07616

1543.6399999999999,-0.08625,-44.0259

1543.6449999999998,-0.04279,-47.13001

1543.6499999999996,-0.03982,-46.38973

1543.655,-0.05245,-45.54495

1543.6599999999999,-0.2014,-35.28131

1543.665,-0.05428,-45.60745

1543.6699999999998,-0.19442,-35.3262

1543.6749999999997,-0.22232,-34.65331

1543.6799999999998,-0.0457,-45.45818

1543.685,-0.04731,-45.58435

1543.6899999999998,-0.04524,-44.93086

1543.695,-0.05921,-43.94156

1543.6999999999998,-0.05336,-45.35458

1543.7049999999997,-0.04286,-45.04163

1543.7099999999998,-0.03691,-46.78298

1543.715,0.00634,-59.06725

1543.7199999999998,-0.05242,-45.41591

1543.725,-0.08733,-51.22384

1543.7299999999998,0.00437,-58.97946

1543.7349999999997,-0.18791,-35.41914

1543.7399999999998,-0.28453,-31.85062

1543.745,-0.18817,-35.5547

1543.7499999999998,-0.04629,-44.81587

1543.7549999999999,-0.045,-45.38071

1543.7599999999998,-0.18524,-35.95

1543.7649999999996,-0.1913,-36.19944

1543.7699999999998,-0.18604,-35.05061

1543.7749999999999,-0.10009,-40.99179

1543.78,-0.06327,-44.06636

1543.7849999999999,-0.19171,-35.15524

1543.7899999999997,-0.18343,-35.88141

1543.7949999999998,-0.04369,-45.13353

1543.8,-0.06308,-44.45152

1543.8049999999998,-0.19059,-36.84697

1543.81,-0.18516,-36.87471

1543.8149999999998,-0.0492,-45.12201

1543.8199999999997,-0.05747,-44.63405

1543.8249999999998,-0.05099,-45.40009

1543.83,-0.28359,-32.59592

1543.8349999999998,-0.18042,-37.79011

1543.84,-0.04236,-46.45722

1543.8449999999998,-0.04181,-46.6243

1543.8499999999997,-0.03629,-46.80155

1543.8549999999998,-0.18081,-36.48627

1543.86,-0.13507,-42.78371

1543.8649999999998,-0.05101,-45.94535

1543.87,-0.03891,-46.47758

1543.8749999999998,-0.04351,-46.4659

1543.8799999999997,-0.05102,-46.23799

1543.8849999999998,-0.1374,-42.24793

1543.8899999999999,-0.07378,-45.29695

1543.895,-0.04331,-45.46229

1543.8999999999999,-0.16893,-40.22895

1543.9049999999997,-0.05702,-45.90908

1543.9099999999999,-0.05363,-45.55478

1543.9149999999997,-0.18585,-36.03591

1543.9199999999998,-0.0554,-44.50476

1543.925,-0.03298,-47.08271

1543.9299999999998,-0.17834,-36.80269

1543.9349999999997,-0.18165,-36.22864

1543.9399999999998,-0.06165,-44.75949

1543.945,-0.0639,-44.86958

1543.9499999999998,-0.18155,-36.85136

1543.955,-0.0346,-46.41695

1543.9599999999998,-0.02433,-47.54913

1543.9649999999997,-0.03276,-47.21663

1543.9699999999998,-0.06647,-45.69432

1543.975,-0.02865,-47.09591

1543.9799999999998,-0.13018,-42.53674

1543.985,-0.04663,-45.49072

1543.9899999999998,-0.18022,-36.57001

1543.995,-0.18077,-36.3975

1543.9999999999998,-0.18091,-36.55606

1544.0049999999999,-0.04902,-45.9547

1544.01,-0.06661,-44.81661

1544.0149999999999,-0.05529,-45.88527

1544.0199999999998,-0.02713,-47.46458

1544.0249999999999,-0.04937,-45.7419

1544.0299999999997,-0.04279,-46.03529

1544.0349999999999,-0.13296,-42.15524

1544.04,-0.03307,-46.50111

1544.0449999999998,-0.03606,-47.50459

1544.0499999999997,-0.02922,-48.34902

1544.0549999999998,-0.04273,-45.38847

1544.0599999999997,-0.03858,-45.47864

1544.0649999999998,-0.03388,-46.20083

1544.07,-0.03877,-45.87699

1544.0749999999998,-0.04901,-45.28838

1544.0799999999997,-0.04537,-45.7102

1544.0849999999998,-0.14684,-41.23369

1544.0899999999997,-0.18369,-35.80588

1544.0949999999998,-0.17932,-36.9661

1544.1,-0.17587,-38.83285

1544.1049999999998,-0.04707,-46.4259

1544.11,-0.03609,-47.02376

1544.1149999999998,-0.0429,-44.95515

1544.12,-0.19154,-36.74703

1544.125,-0.06766,-44.69905

1544.1299999999999,-0.0309,-48.68528

1544.1349999999998,-0.03746,-45.6249

1544.1399999999999,-0.04532,-45.62529

1544.1449999999998,-0.05925,-44.57149

1544.1499999999999,-0.05047,-44.73523

1544.155,-0.04271,-44.70636

1544.1599999999999,-0.03883,-45.0398

1544.1649999999997,-0.14089,-41.50926

1544.1699999999998,-0.04415,-45.78003

1544.1749999999997,-0.03444,-45.86214

1544.1799999999998,-0.04629,-45.22849

1544.185,-0.05577,-44.99664

1544.1899999999998,-0.18056,-36.33558

1544.1949999999997,-0.19259,-35.55683

1544.1999999999998,-0.04384,-45.25947

1544.2049999999997,-0.18472,-35.65889

1544.2099999999998,-0.06298,-44.84806

1544.215,-0.00416,-58.84475

1544.2199999999998,-0.03811,-45.58385

1544.225,-0.00624,-58.44689

1544.2299999999998,-0.0696,-43.38672

1544.2349999999997,-0.05963,-43.80307

1544.24,-0.19381,-34.88229

1544.245,-0.03833,-45.10959

1544.2499999999998,-0.07048,-43.35161

1544.2549999999999,-0.04761,-45.60672

1544.2599999999998,-0.18626,-36.8504

1544.2649999999999,-0.05638,-45.32462

1544.27,-0.18767,-35.73649

1544.2749999999999,-0.03415,-46.37557

1544.2799999999997,-0.18098,-38.38169

1544.2849999999999,-0.19043,-35.96803

1544.2899999999997,-0.0502,-44.92864

1544.2949999999998,-0.03475,-46.0241

1544.3,-0.19102,-35.33664

1544.3049999999998,-0.18848,-35.83182

1544.3099999999997,-0.18465,-36.38219

1544.3149999999998,-0.18257,-36.24877

1544.3199999999997,-0.04309,-45.12898

1544.3249999999998,-0.04862,-45.01481

1544.33,-0.04265,-45.39536

1544.3349999999998,-0.04015,-46.487

1544.34,-0.04225,-46.75792

1544.3449999999998,-0.02767,-47.70213

1544.3499999999997,-0.17863,-37.2435

1544.355,-0.28048,-32.22425

1544.36,-0.02978,-46.19174

1544.3649999999998,-0.03759,-45.70795

1544.37,-0.05371,-45.06351

1544.3749999999998,-0.03941,-46.39804

1544.3799999999997,-0.03672,-45.91916

1544.385,-0.17238,-38.66168

1544.3899999999999,-0.1814,-35.96827

1544.3949999999998,-0.04604,-45.6593

1544.3999999999999,-0.02508,-47.27431

1544.4049999999997,-0.28161,-32.40166

1544.4099999999999,-0.04909,-45.02844

1544.415,-0.04481,-45.40703

1544.4199999999998,-0.0401,-46.27434

1544.4249999999997,-0.02952,-46.79782

1544.4299999999998,-0.03532,-47.06206

1544.4349999999997,-0.04911,-46.36256

1544.4399999999998,-0.07895,-45.34299

1544.445,-0.04765,-46.01852

1544.4499999999998,-0.04003,-46.36328

1544.455,-0.0453,-46.16879

1544.4599999999998,-0.19346,-36.50015

1544.4649999999997,-0.17841,-37.64926

1544.47,-0.03982,-46.51729

1544.475,-0.03197,-46.18908

1544.4799999999998,-0.04876,-45.45773

1544.485,-0.17842,-38.72178

1544.4899999999998,-0.05208,-45.94279

1544.4949999999997,-0.02391,-47.7514

1544.5,-0.0283,-48.53893

1544.5049999999999,-0.03409,-46.73072

1544.5099999999998,-0.04022,-46.16182

1544.5149999999999,-0.03752,-46.23096

1544.5199999999998,-0.0452,-45.09752

1544.5249999999996,-0.18377,-36.10618

1544.53,-0.03403,-46.40668

1544.5349999999999,-0.05816,-45.01629

1544.5399999999997,-0.04499,-45.0819

1544.5449999999998,-0.07041,-43.62864

1544.5499999999997,-0.0472,-45.36909

1544.5549999999998,-0.05716,-44.95235

1544.56,-0.05511,-44.68093

1544.5649999999998,-0.07015,-43.69744

1544.57,-0.04553,-45.74957

1544.5749999999998,-0.03194,-48.73054

1544.5799999999997,-0.18691,-36.4786

1544.5849999999998,-0.04982,-45.85428

1544.59,-0.04129,-45.90499

1544.5949999999998,-0.07303,-44.01328

1544.6,-0.00345,-59.028

1544.6049999999998,-0.06194,-43.92403

1544.6099999999997,-0.18468,-35.13691

1544.6149999999998,-0.04342,-45.08298

1544.62,-0.18209,-37.00128

1544.6249999999998,-0.18701,-36.25035

1544.6299999999999,-0.05493,-43.81482

1544.6349999999998,-0.18492,-36.71707

1544.6399999999996,-0.1412,-49.49898

1544.645,-0.17897,-38.64535

1544.6499999999999,-0.18843,-35.55725

1544.6549999999997,-0.05382,-44.07407

1544.6599999999999,-0.19314,-35.80068

1544.6649999999997,-0.04849,-45.17305

1544.6699999999998,-0.04587,-46.57705

1544.675,-0.19253,-34.7192

1544.6799999999998,-0.28889,-30.85027

1544.685,-0.21487,-34.34329

1544.6899999999998,-0.05127,-45.11657

1544.6949999999997,-0.04064,-46.06541

1544.6999999999998,-0.03497,-45.91948

1544.705,-0.05693,-44.35993

1544.7099999999998,-0.05796,-44.54479

1544.715,-0.03488,-45.41987

1544.7199999999998,-0.03325,-45.6463

1544.7249999999997,-0.04162,-45.01183

1544.7299999999998,-0.05609,-45.05923

1544.735,-0.04267,-45.14091

1544.7399999999998,-0.05522,-45.63262

1544.745,-0.05515,-45.41256

1544.7499999999998,-0.05208,-43.98567

1544.7549999999997,-0.03634,-46.53072

1544.7599999999998,-0.04848,-45.31824

1544.7649999999999,-0.03936,-46.06496

1544.7699999999998,-0.18813,-36.71842

1544.7749999999999,-0.18263,-37.234

1544.7799999999997,-0.05982,-45.05607

1544.7849999999999,-0.04147,-45.34771

1544.79,-0.03711,-46.2962

1544.7949999999998,-0.02972,-47.91014

1544.8,-0.04431,-47.04428

1544.8049999999998,-0.03918,-56.64226

1544.8099999999997,-0.13725,-49.77823

1544.8149999999998,-0.04044,-46.08097

1544.82,-0.04157,-46.51679

1544.8249999999998,-0.00212,-59.25574

1544.83,0.00398,-59.71033

1544.8349999999998,-0.05045,-46.01203

1544.8399999999997,-0.04187,-45.82063

1544.8449999999998,-0.06976,-44.63291

1544.85,-0.17726,-37.72083

1544.8549999999998,-0.27369,-34.80197

1544.86,-0.18649,-37.33048

1544.8649999999998,-0.18313,-36.9904

1544.8699999999997,-0.08551,-43.65029

1544.8749999999998,-0.03935,-46.45761

1544.8799999999999,-0.17632,-37.25814

1544.8849999999998,-0.02688,-47.22376

1544.8899999999999,-0.06622,-43.6893

1544.8949999999998,-0.04471,-45.96012

1544.8999999999999,-0.06644,-44.1453

1544.9049999999997,-0.18236,-37.02052

1544.9099999999999,-0.04158,-46.61025

1544.915,-0.03973,-47.44835

1544.9199999999998,-0.09109,-42.92152

1544.9249999999997,-0.02894,-46.77025

1544.9299999999998,-0.035,-46.95846

1544.935,-0.04797,-46.21979

1544.9399999999998,-0.1755,-37.181

1544.945,-0.04456,-45.8182

1544.9499999999998,-0.04853,-46.15981

1544.9549999999997,-0.02785,-47.88219

1544.9599999999998,-0.02723,-48.53479

1544.965,-0.19894,-35.88048

1544.9699999999998,-0.19146,-35.60998

1544.975,-0.06727,-44.15412

1544.9799999999998,-0.04061,-45.97926

1544.9849999999997,-0.04679,-46.11082

1544.9899999999998,-0.19005,-36.17865

1544.995,-0.04757,-46.15913

1545.0,-0.05012,-45.41676

1545.0049999999999,-0.04853,-44.59024

1545.0099999999998,-0.04075,-45.55849

1545.0149999999999,-0.04216,-46.19134

1545.0199999999998,-0.04266,-46.26851

1545.0249999999999,-0.05161,-45.48103

1545.03,-0.17856,-37.16418

1545.0349999999999,-0.06042,-46.01548

1545.0399999999997,-0.04246,-45.99576

1545.0449999999998,-0.0375,-45.79678

1545.0499999999997,-0.03907,-45.89627

1545.0549999999998,-0.05175,-45.20509

1545.06,-0.19284,-35.59259

1545.0649999999998,-0.04148,-44.95865

1545.0699999999997,-0.04302,-44.82363

1545.0749999999998,-0.04674,-44.65551

1545.0799999999997,-0.04202,-45.22177

1545.0849999999998,-0.02947,-46.3598

1545.09,-0.04419,-46.25747

1545.0949999999998,-0.18601,-35.59015

1545.0999999999997,-0.19255,-35.41326

1545.1049999999998,-0.19229,-34.72744

1545.11,-0.0554,-44.17309

1545.115,-0.0424,-44.95614

1545.12,-0.04295,-44.97532

1545.1249999999998,-0.0347,-48.61493

1545.1299999999999,-0.18719,-36.48917

1545.1349999999998,-0.05078,-45.86065

1545.1399999999999,-0.1845,-36.66394

1545.145,-0.04998,-44.53056

1545.1499999999999,-0.085,-42.30444

1545.1549999999997,-0.04723,-45.27661

1545.1599999999999,-0.14658,-40.67728

1545.1649999999997,-0.08595,-43.55667

1545.1699999999998,-0.05879,-44.48265

1545.175,-0.04276,-44.86565

1545.1799999999998,-0.04492,-44.45946

1545.1849999999997,-0.03674,-46.04857

1545.1899999999998,-0.18807,-36.32001

1545.1949999999997,-0.18858,-35.63288

1545.1999999999998,-0.03703,-45.77427

1545.205,-0.03669,-45.99707

1545.2099999999998,-0.04756,-45.36021

1545.2149999999997,-0.03452,-46.27397

1545.2199999999998,-0.1828,-36.40806

1545.2249999999997,-0.19269,-35.95351

1545.23,-0.18658,-36.10618

1545.235,-0.07318,-43.77723

1545.2399999999998,-0.0403,-46.19953

1545.245,-0.03448,-46.43846

1545.2499999999998,-0.05874,-45.12142

1545.2549999999999,-0.04992,-45.24891

1545.26,-0.04733,-45.2394

1545.2649999999999,-0.02892,-46.88217

1545.2699999999998,-0.04668,-45.96614

1545.2749999999999,-0.03389,-46.11119

1545.2799999999997,-0.04356,-45.06435

1545.2849999999999,-0.03996,-45.56246

1545.29,-0.03728,-48.70802

1545.2949999999998,-0.04208,-45.21871

1545.2999999999997,-0.03547,-46.45365

1545.3049999999998,-0.03277,-46.99905

1545.3099999999997,-0.07798,-44.99239

1545.3149999999998,-0.0339,-45.97235

1545.32,-0.0272,-46.60201

1545.3249999999998,-0.04464,-46.09673

1545.3299999999997,-0.03963,-46.99876

1545.3349999999998,-0.18238,-35.98068

1545.3399999999997,-0.04815,-45.14607

1545.345,-0.04421,-45.99349

1545.35,-0.18496,-37.0023

1545.3549999999998,-0.05569,-44.91013

1545.36,-0.04049,-45.54457

1545.3649999999998,-0.17722,-37.35962

1545.3699999999997,-0.05309,-45.4595

1545.375,-0.03128,-46.66123

1545.3799999999999,-0.04459,-45.72489

1545.3849999999998,-0.04251,-45.50398

1545.3899999999999,-0.04429,-46.1799

1545.3949999999998,-0.04383,-46.8733

1545.3999999999999,-0.04156,-46.6918

1545.405,-0.03181,-46.72734

1545.4099999999999,-0.045,-45.76857

1545.4149999999997,-0.05196,-44.97325

1545.4199999999998,-0.18025,-36.27229

1545.4249999999997,-0.1366,-42.48349

1545.4299999999998,-0.19869,-36.62893

1545.435,-0.18006,-36.96219

1545.4399999999998,-0.04086,-46.62181

1545.4449999999997,-0.03847,-46.1581

1545.4499999999998,-0.05106,-46.30683

1545.4549999999997,-0.04546,-46.05092

1545.46,-0.03976,-46.39772

1545.465,-0.18519,-36.32546

1545.4699999999998,-0.04881,-45.03015

1545.475,-0.05101,-44.74587

1545.4799999999998,-0.0409,-46.91921

1545.4849999999997,-0.00445,-59.26607

1545.49,-0.04201,-46.30076

1545.495,-0.03023,-46.11602

1545.4999999999998,-0.02554,-46.87168

1545.5049999999999,-0.03928,-46.81647

1545.5099999999998,-0.18029,-37.75994

1545.5149999999996,-0.17806,-38.67834

1545.52,-0.04869,-45.75548

1545.5249999999999,-0.0671,-44.40696

1545.5299999999997,-0.18065,-36.50696

1545.5349999999999,-0.18724,-35.88943

1545.5399999999997,-0.19137,-35.98069

1545.5449999999998,-0.18646,-35.83618

1545.55,-0.18241,-35.84785

1545.5549999999998,-0.19138,-35.26597

1545.56,-0.187,-35.09538

1545.5649999999998,-0.06775,-45.21472

1545.5699999999997,-0.00197,-58.7738

1545.5749999999998,-0.052,-45.5372

1545.58,-0.18632,-35.74948

1545.5849999999998,-0.19202,-35.09452

1545.59,-0.18363,-35.59799

1545.5949999999998,-0.19746,-34.88905

1545.5999999999997,-0.19375,-35.75129

1545.605,-0.04655,-45.71028

1545.61,-0.04546,-45.62572

1545.6149999999998,-0.18563,-36.21539

1545.62,-0.18532,-35.89148

1545.6249999999998,-0.19603,-35.90838

1545.6299999999997,-0.28797,-32.02898

1545.635,0.00541,-59.13621

1545.6399999999999,-0.04481,-44.77259

1545.6449999999998,-0.05177,-45.23629

1545.6499999999999,-0.05118,-44.5961

1545.6549999999997,-0.03842,-46.15691

1545.6599999999996,-0.07874,-44.18056

1545.665,-0.19217,-36.30155

1545.6699999999998,-0.18609,-36.19161

1545.675,-0.03278,-46.42226

1545.6799999999998,-0.18304,-36.13633

1545.6849999999997,-0.18227,-37.23372

1545.6899999999998,-0.05122,-45.41887

1545.695,-0.04351,-45.82381

1545.6999999999998,-0.07329,-44.32369

1545.705,-0.04666,-45.70194

1545.7099999999998,-0.18334,-36.87999

1545.7149999999997,-0.17778,-37.55195

1545.7199999999998,-0.18422,-36.549

1545.725,-0.18221,-36.44158

1545.7299999999998,-0.18778,-35.71168

1545.735,-0.04833,-44.93534

1545.7399999999998,-0.03465,-46.33402

1545.7449999999997,-0.04053,-46.09658

1545.7499999999998,-0.04582,-45.6041

1545.7549999999999,-0.05571,-45.08018

1545.7599999999998,-0.0409,-46.63474

1545.7649999999999,-0.20899,-36.66146

1545.7699999999998,-0.2792,-33.59548

1545.7749999999996,-0.03883,-46.22004

1545.78,-0.18104,-36.48844

1545.7849999999999,-0.05884,-44.81657

1545.79,-0.0354,-46.48501

1545.7949999999998,-0.03925,-46.50663

1545.7999999999997,-0.04343,-45.94081

1545.8049999999998,-0.18206,-36.1898

1545.81,-0.04536,-45.33288

1545.8149999999998,-0.02932,-46.64214

1545.82,-0.04342,-45.97941

1545.8249999999998,-0.05014,-45.38801

1545.8299999999997,-0.05747,-44.46963

1545.8349999999998,-0.03476,-47.23892

1545.84,-0.0263,-48.33646

1545.8449999999998,-0.04184,-47.23295

1545.85,-0.18299,-37.07886

1545.8549999999998,-0.06186,-44.63262

1545.8599999999997,-0.04121,-46.08415

1545.8649999999998,-0.13899,-42.20016

1545.87,-0.15506,-41.59568

1545.8749999999998,-0.18567,-37.34987

1545.8799999999999,-0.03661,-46.76573

1545.8849999999998,-0.03959,-46.30427

1545.8899999999996,-0.04501,-46.3051

1545.8949999999998,-0.0458,-45.66717

1545.8999999999999,-0.03848,-47.14995

1545.905,-0.04955,-45.52007

1545.9099999999999,-0.05011,-45.22595

1545.9149999999997,-0.09523,-43.28094

1545.9199999999998,-0.04409,-46.05143

1545.925,-0.05394,-46.20177

