CH0 - 240.0,CH0 - 160.0,CH0 - 40.0,CH0 - 0.0,CH0 - 200.0,CH0 - 80.0,CH0 - 120.0
-54.60315416495396,-52.79569323099359,-46.87945893414883,-45.45217902890472,-53.0314000918396,-52.79569323099359,-40.49223219871883
-57.754337096098496,-52.79569323099359,-46.84579821899547,-45.260494503750095,-54.56467564455697,-51.96343872698721,-40.41200712996574
-110.0,-52.79569323099359,-46.70720479594168,-44.89723983559489,-52.977904160087775,-52.09153771402488,-40.28303729814098
-65.53689571458399,-53.754141008062504,-46.56148364398889,-44.812936752638265,-54.13969516278431,-53.36964381663411,-40.48567438581437
-56.69443437613904,-55.575556964029516,-46.71412374281975,-44.845602376003384,-54.60315416495396,-54.0109894287514,-40.40771362164817
-52.96634859592649,-51.82520591749032,-47.035032779204315,-44.77734432308763,-54.60315416495396,-52.79569323099359,-40.48740395782515
-57.75433709335401,-54.60315416495396,-46.17789295952187,-45.0031842628556,-53.45735432381737,-52.79569323099359,-40.57003751869638
-54.73188000120787,-54.517796990831854,-46.70720479594168,-44.97621913901949,-50.89315271754562,-52.79569323099359,-40.43518431964938
-110.0,-51.566269306485566,-46.79366482285566,-44.341029816597626,-52.88382479427162,-52.79569323099359,-40.406134635881685
-55.47616628435884,-52.73811787812426,-47.37693335285631,-44.667346834625675,-61.1591856759519,-52.56983710403313,-40.53930925052522
-110.0,-52.79569323099359,-46.384294249592,-44.50971596986774,-55.988736264321815,-50.64573003710622,-40.44981421219177
-59.52227941461335,-49.87122691071944,-46.620760590485844,-44.619730756280234,-55.8075225806966,-52.85524018866819,-40.406134635881685
-54.97734678200095,-54.25187431760007,-45.519429416911564,-44.06453063821958,-55.89899658757831,-54.60315416495396,-40.406134635881685
-54.60315416495396,-50.54101900175199,-46.76826902023744,-44.06453063821958,-54.60315416495396,-54.74551099704128,-40.76708227743171
-57.3059237133359,-52.734545332446416,-47.50360254908638,-44.10513211400185,-52.55632508566063,-57.30592373967943,-40.61907189267843
-57.75433711925383,-50.657265296503724,-47.43758615437832,-44.267207345315086,-54.50649522527824,-54.60315416495396,-40.58007120130811
-110.0,-53.03752108065308,-46.89721696061686,-44.267207345315086,-57.75433711925383,-54.121417583159285,-40.33726283205273
-57.05941154988433,-52.9674020895512,-46.60911697939093,-44.16929468088887,-54.708647613790006,-53.36964381511771,-40.535938565084315
-55.38196904848455,-51.39729139598144,-46.8972169593023,-44.1877753122006,-52.93545439534765,-54.60315416495396,-40.669760414357654
-60.728199748789365,-52.79569323099359,-46.70720479594168,-44.267207345315086,-55.97149938665231,-53.331461924800806,-40.669760414357654
-59.94849917898466,-55.76353967012611,-46.98896068499083,-44.08709142841758,-56.459895356261455,-54.2447468018449,-40.669760414357654
-57.75433711925383,-54.87185387797601,-46.141984108457194,-44.25778664368778,-56.96802291236301,-51.523641468878495,-40.50844369457391
-54.75868695175163,-52.863410348815705,-46.048312211853826,-44.06453063821958,-56.00084290352606,-53.94286950580279,-40.657697562213954
-57.75433711925383,-56.533877934060285,-46.35788974897922,-44.12521971533245,-62.91390377275425,-51.22269109204949,-40.41912683710386
-57.75433711925383,-53.567334707810815,-46.271160804023154,-44.432628028106706,-110.0,-51.245123588207065,-40.49223219871883
-56.58846212037852,-53.969453746717534,-46.03443666685915,-44.38600077732529,-52.98861213385511,-52.79569323099359,-40.407863441975934
-54.60315416495396,-51.282910795759165,-46.45476290418826,-44.1708944805106,-110.0,-52.79569323099359,-40.40284503370347
-56.74561027650296,-51.80291173686453,-46.61028583311597,-44.376251294111626,-55.338578959284035,-52.08903830778425,-40.68344470535034
-63.34582272230192,-50.26264164863578,-46.281017034727896,-44.278922713594554,-51.78592006781132,-51.523641460731454,-40.47221149563714
