lambda,CH0 - loss [db/mm],CH0 - insertion loss [dB]

1544.5,-0.0108,-36.21148

1544.5049999999999,0.00861,-38.97833

1544.5099999999998,-0.00569,-36.70655

1544.5149999999999,-0.00304,-36.55327

1544.5199999999998,-0.00694,-36.40653

1544.5249999999996,-0.01274,-35.37452

1544.53,0.08755,-55.11167

1544.5349999999999,0.08562,-55.24147

1544.5399999999997,-0.01244,-35.27079

1544.5449999999998,-0.01474,-34.7764

1544.5499999999997,-0.01054,-35.66493

1544.5549999999998,-0.01088,-35.71539

1544.56,-0.00565,-36.93874

1544.5649999999998,0.08487,-55.26417

1544.57,0.08542,-55.27709

1544.5749999999998,-0.00439,-36.70227

1544.5799999999997,-0.00962,-35.30112

1544.5849999999998,-0.0113,-35.64846

1544.59,-0.0063,-36.168

1544.5949999999998,-0.00868,-35.44696

1544.6,-0.00614,-36.00377

1544.6049999999998,-0.01115,-34.92402

1544.6099999999997,0.00282,-37.67741

1544.6149999999998,-0.01137,-35.37305

1544.62,-0.00773,-36.48156

1544.6249999999998,-0.00723,-36.58549

1544.6299999999999,0.0878,-55.23985

1544.6349999999998,-0.00819,-35.69277

1544.6399999999996,-0.00627,-36.39653

1544.645,-0.00459,-36.53339

1544.6499999999999,0.00732,-38.8826

1544.6549999999997,-0.00921,-36.09505

1544.6599999999999,-0.00366,-37.18437

1544.6649999999997,0.08535,-55.43034

1544.6699999999998,0.01035,-40.69388

1544.675,-0.00832,-35.87735

1544.6799999999998,-0.00801,-35.94858

1544.685,0.08837,-55.2628

1544.6899999999998,0.0895,-55.1715

1544.6949999999997,-0.00213,-37.43228

1544.6999999999998,0.08653,-55.17807

1544.705,0.00257,-38.03701

1544.7099999999998,-0.01049,-35.167

1544.715,-0.0039,-36.56312

1544.7199999999998,-0.00444,-37.27739

1544.7249999999997,-0.00903,-37.33629

1544.7299999999998,-0.00197,-37.01559

1544.735,0.08812,-55.13613

1544.7399999999998,-0.00626,-36.62726

1544.745,-0.0099,-35.83037

1544.7499999999998,-0.00865,-36.41201

1544.7549999999997,-0.00967,-35.65107

1544.7599999999998,0.08964,-55.31225

1544.7649999999999,0.09127,-55.19802

1544.7699999999998,-0.01235,-35.43635

1544.7749999999999,-0.00938,-36.00739

1544.7799999999997,0.09006,-55.18343

1544.7849999999999,0.09082,-55.195

1544.79,-0.01045,-35.53108

1544.7949999999998,-0.00927,-35.53015

1544.8,-0.0077,-35.52435

1544.8049999999998,-0.0079,-35.5205

1544.8099999999997,-0.00989,-35.50605

1544.8149999999998,-0.01337,-35.06428

1544.82,-0.01631,-34.36905

1544.8249999999998,-0.01637,-34.56854

1544.83,0.08851,-55.20987

1544.8349999999998,0.08966,-55.19208

1544.8399999999997,-0.00695,-35.90167

1544.8449999999998,-0.01455,-34.80047

1544.85,-0.01208,-35.58129

1544.8549999999998,0.08824,-55.31964

1544.86,0.03809,-57.29863

1544.8649999999998,0.00887,-39.32141

1544.8699999999997,-0.01347,-35.56079

1544.8749999999998,-0.01059,-35.52249

1544.8799999999999,0.01323,-40.37846

1544.8849999999998,0.08804,-55.42616

1544.8899999999999,-0.00383,-37.42805

1544.8949999999998,0.08651,-55.39301

1544.8999999999999,-0.00079,-37.71024

1544.9049999999997,0.00814,-38.89805

1544.9099999999999,-0.00077,-37.00715

1544.915,-0.01225,-35.73494

1544.9199999999998,-0.00674,-36.34622

1544.9249999999997,-0.00503,-36.57668

1544.9299999999998,0.08756,-55.21869

1544.935,-0.00365,-36.94048

1544.9399999999998,0.00331,-38.38789

1544.945,-0.00877,-35.96592

1544.9499999999998,-0.00685,-36.14854

1544.9549999999997,0.08657,-55.23812

1544.9599999999998,-0.0116,-35.51576

1544.965,-0.00604,-36.26981

1544.9699999999998,-0.01143,-34.81144

1544.975,-0.00731,-36.15412

1544.9799999999998,-0.01309,-35.07842

1544.9849999999997,0.08681,-55.22746

1544.9899999999998,0.08857,-55.24607

1544.995,0.08591,-55.36335

1545.0,-0.00884,-35.95868

1545.0049999999999,-0.00207,-37.35177

1545.0099999999998,-0.01178,-35.92525

1545.0149999999999,-0.01395,-35.06866

1545.0199999999998,-0.01145,-35.29366

1545.0249999999999,-0.00645,-35.87493

1545.03,-6e-05,-38.30092

1545.0349999999999,0.09111,-55.17319

1545.0399999999997,0.00569,-39.53631

1545.0449999999998,-0.00485,-36.93323

1545.0499999999997,0.08861,-55.24088

1545.0549999999998,0.09052,-55.1991

1545.06,0.0875,-55.32147

1545.0649999999998,-0.01128,-35.67286

1545.0699999999997,-0.00044,-37.18526

1545.0749999999998,0.0846,-55.41269

1545.0799999999997,-0.00305,-38.06931

1545.0849999999998,-0.01606,-35.33489

1545.09,-0.00883,-35.72494

1545.0949999999998,0.08774,-55.22805

1545.0999999999997,-0.0033,-36.78852

1545.1049999999998,-0.00541,-36.93218

1545.11,0.08837,-55.1803

1545.115,0.08692,-55.3389

1545.12,0.08816,-55.23408

1545.1249999999998,0.08842,-55.1241

1545.1299999999999,-0.01922,-34.48174

1545.1349999999998,-0.01209,-35.1023

1545.1399999999999,0.02146,-42.04956

1545.145,-0.00414,-36.70142

1545.1499999999999,-0.00919,-35.63728

1545.1549999999997,-0.00504,-36.46102

1545.1599999999999,0.00696,-39.00072

1545.1649999999997,-0.0002,-37.65744

1545.1699999999998,-0.00747,-36.08745

1545.175,-0.01178,-35.58652

1545.1799999999998,-0.014,-35.76857

1545.1849999999997,0.01329,-40.59085

1545.1899999999998,0.08926,-55.34189

1545.1949999999997,-0.00048,-37.28868

1545.1999999999998,-0.00619,-36.59189

1545.205,-0.01297,-37.9862

1545.2099999999998,-0.00016,-38.52819

1545.2149999999997,0.00146,-38.21649

1545.2199999999998,0.08471,-55.42451

1545.2249999999997,-0.0084,-35.79733

1545.23,0.08503,-55.45108

1545.235,0.01926,-41.75495

1545.2399999999998,-0.0042,-36.6553

1545.245,-0.00382,-36.77685

1545.2499999999998,0.08799,-55.23031

1545.2549999999999,0.08562,-55.20951

1545.26,0.08685,-55.12197

1545.2649999999999,-0.0044,-36.8498

1545.2699999999998,0.08813,-55.26712

1545.2749999999999,0.08915,-55.34959

1545.2799999999997,0.08989,-55.31171

1545.2849999999999,-0.00516,-36.83602

1545.29,-0.01096,-36.00739

1545.2949999999998,-0.00652,-36.51106

1545.2999999999997,-0.01168,-35.59051

1545.3049999999998,0.01251,-40.70029

1545.3099999999997,0.08642,-55.32427

1545.3149999999998,-0.00203,-37.02885

1545.32,0.0892,-55.40666

1545.3249999999998,-0.00919,-35.85034

1545.3299999999997,0.0863,-55.3003

1545.3349999999998,-0.00622,-36.59858

1545.3399999999997,-0.0107,-35.52096

1545.345,-0.00731,-36.47205

1545.35,-0.00931,-36.68691

1545.3549999999998,-0.00738,-36.62434

1545.36,-0.01322,-34.84121

1545.3649999999998,-0.00657,-36.22004

1545.3699999999997,0.08683,-55.38398

1545.375,-0.0077,-36.18574

1545.3799999999999,-0.00826,-36.32819

1545.3849999999998,0.08983,-55.21646

1545.3899999999999,-0.00912,-36.26194

1545.3949999999998,-0.01294,-35.22484

1545.3999999999999,0.08703,-55.26308

1545.405,-0.01102,-35.71437

1545.4099999999999,-0.00381,-38.26805

1545.4149999999997,-0.01391,-35.03959

1545.4199999999998,0.00687,-39.71977

1545.4249999999997,-0.00069,-37.68741

1545.4299999999998,0.08612,-55.41803

1545.435,-0.00647,-35.83876

1545.4399999999998,-0.00067,-37.80188

1545.4449999999997,-0.00479,-36.66924

1545.4499999999998,0.0906,-55.54073

1545.4549999999997,0.00127,-37.62929

1545.46,-0.01069,-35.71995

1545.465,0.01348,-40.69186

1545.4699999999998,-0.00987,-35.66358

1545.475,-9e-05,-37.28002

1545.4799999999998,0.08747,-55.37801

1545.4849999999997,0.00294,-38.13697

1545.49,-0.00375,-36.68294

1545.495,-0.00573,-36.72108

1545.4999999999998,0.00753,-38.85338

1545.5049999999999,0.0876,-55.12651

1545.5099999999998,0.08764,-55.12216

1545.5149999999996,0.02906,-43.78236

1545.52,-0.01091,-35.66215

1545.5249999999999,-7e-05,-38.25418

1545.5299999999997,-0.01056,-36.34074

1545.5349999999999,-0.01139,-35.57941

1545.5399999999997,-0.01146,-35.22537

1545.5449999999998,-0.01125,-35.39432

1545.55,0.00353,-38.10727

1545.5549999999998,-0.01167,-35.45738

1545.56,-0.01643,-35.54235

1545.5649999999998,-0.01363,-35.0133

1545.5699999999997,0.00585,-41.46691

1545.5749999999998,-0.00859,-35.75101

1545.58,0.02647,-42.7843

1545.5849999999998,-0.00958,-36.9311

1545.59,-0.00769,-36.74551

1545.5949999999998,-0.00562,-36.69578

1545.5999999999997,-0.00214,-37.05483

1545.605,0.08675,-55.4421

1545.61,0.08349,-55.53757

1545.6149999999998,-0.00427,-37.30079

1545.62,-0.00224,-37.15109

1545.6249999999998,-0.00942,-36.09273

1545.6299999999997,0.00287,-38.91758

1545.635,-0.01246,-35.84926

1545.6399999999999,0.08607,-55.32802

1545.6449999999998,0.00499,-39.11188

1545.6499999999999,-0.00402,-36.67326

1545.6549999999997,-0.0056,-36.77807

1545.6599999999996,-0.00467,-36.76378

1545.665,0.08744,-55.4209

1545.6699999999998,-0.00459,-36.67115

1545.675,0.02579,-42.90906

1545.6799999999998,-0.00539,-36.56503

1545.6849999999997,-0.00783,-36.60877

1545.6899999999998,-0.00419,-36.59051

1545.695,0.02131,-41.83033

1545.6999999999998,0.08719,-55.42654

1545.705,0.06709,-56.19346

1545.7099999999998,-0.01044,-36.1533

1545.7149999999997,-0.00815,-36.17984

1545.7199999999998,-0.01184,-35.38455

1545.725,-0.01352,-34.87309

1545.7299999999998,-0.00938,-35.98789

1545.735,-0.00531,-36.91593

1545.7399999999998,-0.01014,-36.02934

1545.7449999999997,-0.00904,-35.92204

1545.7499999999998,-0.01224,-35.6317

1545.7549999999999,-0.00146,-37.83474

1545.7599999999998,-0.01211,-35.803

1545.7649999999999,-0.00758,-36.70274

1545.7699999999998,-0.00275,-37.58346

1545.7749999999996,0.08772,-55.3625

1545.78,-0.01746,-35.35848

1545.7849999999999,0.08548,-55.27961

1545.79,0.08688,-55.33236

1545.7949999999998,0.00292,-38.78546

1545.7999999999997,-0.00869,-36.07965

1545.8049999999998,0.08816,-55.38602

1545.81,-0.01253,-35.37865

1545.8149999999998,-0.01435,-35.41741

1545.82,0.00808,-39.58336

1545.8249999999998,0.0008,-38.23847

1545.8299999999997,-0.01191,-35.40478

1545.8349999999998,-0.01486,-34.74012

1545.84,-0.00951,-35.68504

1545.8449999999998,0.08948,-55.4255

1545.85,0.0884,-55.49654

1545.8549999999998,-0.00301,-37.50055

1545.8599999999997,-0.01259,-35.49951

1545.8649999999998,-0.01247,-35.69367

1545.87,-0.0054,-37.80463

1545.8749999999998,0.08483,-55.717

1545.8799999999999,0.01773,-41.73644

1545.8849999999998,-0.00631,-36.92937

1545.8899999999996,0.0111,-40.40189

1545.8949999999998,0.08796,-55.5231

1545.8999999999999,-0.0064,-36.34184

1545.905,-0.01151,-35.19014

1545.9099999999999,-0.00726,-36.16192

1545.9149999999997,0.00089,-37.64646

1545.9199999999998,-0.00928,-36.23439

1545.925,-0.00356,-36.5994

1545.9299999999998,-0.01018,-35.92346

1545.935,-0.00931,-36.01189

1545.9399999999998,-0.00511,-36.83519

1545.9449999999997,-0.00577,-36.73626

1545.9499999999998,-0.00882,-36.88821

1545.955,-0.00675,-36.88267

1545.9599999999998,-0.00752,-36.63671

1545.965,-0.00882,-36.3458

1545.9699999999998,0.08704,-55.5768

1545.9749999999997,-0.00696,-36.42232

1545.9799999999998,-0.01054,-36.01813

1545.985,-0.00262,-37.67524

1545.9899999999998,-0.00595,-37.88882

1545.995,-0.00164,-38.94917

1545.9999999999998,-0.01409,-35.30679

1546.0049999999999,-0.00618,-36.99601

1546.0099999999998,-0.01175,-35.96328

1546.0149999999999,-0.00913,-36.32008

1546.02,-0.00902,-36.34823

1546.0249999999999,0.00172,-38.35902

1546.0299999999997,-0.0099,-36.98355

1546.0349999999999,-0.01037,-36.42266

1546.0399999999997,-0.01053,-36.4114

1546.0449999999998,0.00363,-38.8004

1546.05,-0.00654,-36.82433

1546.0549999999998,-0.0093,-37.01544

1546.0599999999997,-0.00446,-36.74761

1546.0649999999998,-0.01142,-36.49617

1546.07,-0.01601,-35.14174

1546.0749999999998,-0.01015,-35.63796

1546.08,-0.00913,-35.59816

1546.0849999999998,-0.01676,-35.24949

1546.0899999999997,-0.01287,-36.01323

1546.0949999999998,0.0834,-55.62908

1546.1,0.08673,-55.58251

1546.1049999999998,0.08694,-55.57861

1546.11,0.08853,-55.50732

1546.1149999999998,0.00622,-39.09344

1546.12,0.00309,-38.58843

1546.1249999999998,0.07966,-56.08132

1546.1299999999999,-0.00754,-36.31008

1546.135,-0.00027,-37.98545

1546.1399999999999,0.09025,-55.74862

1546.1449999999998,0.08854,-55.69335

1546.1499999999999,0.08862,-55.59043

1546.1549999999997,0.08772,-55.5338

1546.1599999999999,-0.00593,-37.12398

1546.165,-0.00925,-36.81533

1546.1699999999998,0.00247,-39.59904

1546.1749999999997,-0.01083,-35.95468

1546.1799999999998,-0.00925,-36.54109

1546.1849999999997,-0.00565,-37.15548

1546.1899999999998,-0.00746,-39.02802

1546.195,-0.00616,-37.83989

1546.1999999999998,0.08461,-55.52897

1546.2049999999997,0.00196,-38.37427

1546.2099999999998,-0.00525,-36.78064

1546.2149999999997,-0.00395,-36.741

1546.2199999999998,-0.00575,-37.15582

1546.225,0.08611,-55.49844

1546.2299999999998,0.087,-55.41298

1546.235,-0.00222,-37.7544

1546.2399999999998,-0.00777,-36.7271

1546.245,-0.00812,-36.70621

1546.25,-0.00373,-37.88911

1546.2549999999999,0.00108,-38.59485

1546.2599999999998,-0.00167,-37.42464

1546.2649999999999,0.08767,-55.53494

1546.2699999999998,0.08592,-55.53306

1546.2749999999999,0.08553,-55.48612

1546.28,0.08328,-55.55436

1546.2849999999999,-0.01092,-35.75173

1546.2899999999997,-0.01247,-35.63652

1546.2949999999998,-0.00896,-36.60703

1546.2999999999997,-0.01186,-36.99218

1546.3049999999998,0.00624,-39.89008

1546.31,0.08566,-55.55538

1546.3149999999998,-0.00367,-38.99676

1546.3199999999997,-0.01462,-36.07579

1546.3249999999998,0.00063,-38.24473

1546.3299999999997,0.08749,-55.49359

1546.3349999999998,-0.00632,-37.55485

1546.34,0.08721,-55.53084

1546.3449999999998,-0.01808,-35.28972

1546.35,0.03772,-57.65989

1546.3549999999998,0.08686,-55.65815

1546.3599999999997,-0.00128,-38.89813

1546.365,0.08163,-55.79523

1546.37,0.00188,-39.02131

1546.3749999999998,-0.00878,-37.33618

1546.3799999999999,-0.01688,-35.53183

1546.3849999999998,0.00377,-38.57501

1546.3899999999999,0.08838,-55.79423

1546.395,-0.00885,-36.6556

1546.3999999999999,-0.01015,-35.94145

1546.4049999999997,0.08892,-55.63534

1546.4099999999999,0.00675,-39.57507

1546.4149999999997,-0.0115,-36.289

1546.4199999999998,-0.00786,-36.88117

1546.425,0.03751,-57.69792

1546.4299999999998,0.08769,-55.73357

1546.4349999999997,0.00767,-39.29568

1546.4399999999998,-0.00027,-37.44085

1546.4449999999997,0.08746,-55.69101

1546.4499999999998,0.01301,-40.53382

1546.455,-0.00546,-36.7793

1546.4599999999998,-0.00779,-36.03384

1546.465,0.0869,-55.83078

1546.4699999999998,-0.00267,-37.11022

1546.4749999999997,0.08858,-55.78716

1546.48,-0.00975,-36.00785

1546.485,0.08856,-55.87152

1546.4899999999998,0.08838,-55.88436

1546.495,-0.00405,-37.1031

1546.4999999999998,-0.00277,-36.95658

1546.5049999999997,-0.00337,-37.36351

1546.51,0.0872,-55.57006

1546.5149999999999,-0.00931,-36.56111

1546.5199999999998,-0.00618,-36.55873

1546.5249999999999,0.08732,-55.58649

1546.5299999999997,-0.00674,-37.14415

1546.5349999999999,0.01946,-41.57075

1546.54,0.00359,-38.461

1546.5449999999998,0.08401,-55.88068

1546.5499999999997,0.01742,-41.8621

1546.5549999999998,-0.01047,-36.10334

1546.5599999999997,-0.00964,-37.06013

1546.5649999999998,0.00218,-38.95942

1546.57,-0.0076,-37.12398

1546.5749999999998,-0.0014,-38.44856

1546.58,0.08313,-55.79402

1546.5849999999998,0.01328,-40.39226

1546.5899999999997,-0.00554,-37.10391

1546.595,-0.00374,-37.27186

1546.6,0.08682,-55.97049

1546.6049999999998,0.08736,-55.99607

1546.61,0.08971,-55.84762

1546.6149999999998,-0.01001,-36.24227

1546.6199999999997,0.0851,-55.65147

1546.625,0.08304,-55.82775

1546.6299999999999,0.08347,-55.89321

1546.6349999999998,0.08734,-55.75347

1546.6399999999999,0.08753,-55.7443

1546.6449999999998,0.08497,-55.8023

1546.6499999999996,0.0846,-55.7994

1546.655,-0.0055,-37.0507

1546.6599999999999,-0.00067,-38.03868

1546.6649999999997,0.03758,-57.78188

1546.6699999999998,0.085,-55.867

1546.6749999999997,0.08544,-55.70654

1546.6799999999998,0.08458,-55.53354

1546.685,0.08423,-55.60321

1546.6899999999998,0.08525,-55.72796

1546.695,-0.0036,-37.06118

1546.6999999999998,0.00868,-39.87118

1546.7049999999997,-0.01008,-36.5444

1546.7099999999998,-0.01144,-35.89942

1546.715,-0.01194,-35.9706

1546.7199999999998,-0.00378,-37.20906

1546.725,0.00072,-38.04606

1546.7299999999998,-0.00628,-37.19233

1546.7349999999997,-0.00291,-37.00994

1546.74,-0.00655,-36.31879

1546.745,-0.00854,-36.34424

1546.7499999999998,-0.00615,-37.07958

1546.7549999999999,-0.00732,-36.5369

1546.7599999999998,-0.00908,-36.15472

1546.7649999999996,-0.00444,-36.80319

1546.77,-0.00964,-36.30767

1546.7749999999999,0.0908,-55.87905

1546.7799999999997,0.0908,-55.83006

1546.7849999999999,-0.00397,-37.15948

1546.7899999999997,-0.00499,-37.07737

1546.7949999999998,0.08516,-55.60262

1546.8,-0.0169,-35.92184

1546.8049999999998,0.08192,-55.72385

1546.81,0.0856,-55.73536

1546.8149999999998,-0.00764,-36.17138

1546.8199999999997,0.00834,-39.79298

1546.8249999999998,0.09003,-55.78479

1546.83,0.08901,-55.7531

1546.8349999999998,-0.00835,-36.275

1546.84,0.08798,-55.73678

1546.8449999999998,-0.01346,-35.462

1546.8499999999997,-0.00544,-37.03048

1546.8549999999998,-0.00527,-37.13802

1546.86,0.08252,-55.80496

1546.8649999999998,-0.00061,-37.84151

1546.87,-0.00684,-36.48364

1546.8749999999998,-0.00381,-37.11719

1546.8799999999997,0.00399,-38.89354

1546.8849999999998,0.08795,-55.6995

1546.8899999999999,-0.00112,-37.88898

1546.8949999999998,0.08763,-55.75796

1546.8999999999999,0.08759,-55.73158

1546.9049999999997,-0.00638,-36.99186

1546.9099999999999,-0.00201,-37.67043

1546.915,0.00035,-38.07474

1546.9199999999998,-0.0134,-36.17174

1546.925,-0.01148,-35.90666

1546.9299999999998,0.0099,-40.12192

1546.9349999999997,-0.00547,-36.9884

1546.9399999999998,-0.01408,-36.11346

1546.945,-0.01202,-36.95525

1546.9499999999998,-0.01185,-36.24465

1546.955,-0.01175,-35.95221

1546.9599999999998,-0.009,-36.42142

1546.9649999999997,0.00015,-38.0434

1546.9699999999998,0.08792,-55.72442

1546.975,0.08589,-55.73644

1546.9799999999998,0.08843,-55.71963

1546.985,-0.00977,-36.88536

1546.9899999999998,-0.01102,-36.66085

1546.9949999999997,0.00457,-40.08248

1546.9999999999998,-0.00011,-38.25064

1547.0049999999999,0.08286,-56.01861

1547.01,-0.00536,-38.35546

1547.0149999999999,0.08822,-55.69818

1547.0199999999998,-0.00773,-36.47005

1547.0249999999999,-0.00349,-37.84889

1547.0299999999997,-0.0103,-35.99487

1547.0349999999999,-0.00986,-36.48236

1547.04,-0.01144,-36.55515

1547.0449999999998,-0.00973,-36.10479

1547.0499999999997,-0.01071,-36.09567

1547.0549999999998,0.08935,-55.70872

1547.06,0.08732,-55.75664

1547.0649999999998,-0.00762,-37.17672

1547.07,-0.00957,-36.30329

1547.0749999999998,-0.01128,-35.88905

1547.0799999999997,-0.01288,-35.91396

1547.0849999999998,-0.00856,-36.53997

1547.09,-0.01009,-36.16942

1547.0949999999998,-0.00983,-36.6049

1547.1,-0.01028,-37.22215

1547.1049999999998,-0.00165,-38.25334

1547.1099999999997,-0.00646,-36.80503

1547.1149999999998,-0.01252,-36.54663

1547.12,0.08672,-55.90749

1547.125,0.00709,-39.81159

1547.1299999999999,-0.01105,-37.19911

1547.1349999999998,-0.01125,-37.18117

1547.1399999999999,-0.00712,-36.90953

1547.1449999999998,-0.01235,-36.19205

1547.1499999999999,0.00069,-38.87838

1547.155,-0.01363,-35.64289

1547.1599999999999,0.08883,-55.82195

1547.1649999999997,0.00892,-40.38736

1547.1699999999998,-0.0072,-36.8316

1547.1749999999997,-0.011,-36.45008

1547.1799999999998,0.00693,-39.64565

1547.185,-0.00205,-37.59822

1547.1899999999998,-7e-05,-37.96717

1547.1949999999997,-0.00322,-37.31921

1547.1999999999998,0.08574,-56.1471

1547.205,-0.00515,-37.37737

1547.2099999999998,-0.01147,-36.54936

1547.215,-0.01219,-36.07417

1547.2199999999998,-0.01491,-35.48589

1547.2249999999997,0.08545,-55.79791

1547.2299999999998,-0.00736,-37.01488

1547.235,-0.00775,-37.14953

1547.24,-0.01929,-38.02622

1547.245,0.00743,-40.86224

1547.2499999999998,-0.00458,-37.45486

1547.2549999999999,0.01243,-40.87159

1547.2599999999998,-0.01551,-36.09331

1547.2649999999999,-0.01008,-36.9322

1547.27,-0.00779,-37.17364

1547.2749999999999,0.0023,-38.98912

1547.2799999999997,0.00033,-38.42147

1547.2849999999999,-0.00194,-37.89159

1547.2899999999997,0.00244,-38.46285

1547.2949999999998,-0.01425,-35.60026

1547.3,-0.05793,-38.89267

1547.3049999999998,0.0742,-56.3482

1547.3099999999997,0.08482,-55.82098

1547.3149999999998,0.08572,-55.78437

1547.3199999999997,-0.0076,-37.60597

1547.3249999999998,-0.01176,-36.12962

1547.33,-0.00854,-36.44672

1547.3349999999998,-0.00403,-37.22354

1547.3399999999997,-0.00618,-37.28385

1547.3449999999998,-0.06106,-38.35178

1547.3499999999997,-0.01122,-36.58525

1547.355,0.07892,-56.19781

1547.36,-0.00858,-37.29025

1547.3649999999998,-0.01365,-37.52928

1547.37,-0.00159,-38.48095

1547.3749999999998,-0.0083,-37.66304

1547.3799999999999,-0.00512,-37.77857

1547.385,-0.00053,-38.39387

1547.3899999999999,0.08587,-56.13879

1547.3949999999998,-0.01186,-36.29741

1547.3999999999999,-0.01554,-35.52645

1547.4049999999997,-0.00801,-37.03947

1547.4099999999999,-0.0051,-37.29266

1547.415,-0.00944,-36.65733

1547.4199999999998,0.08757,-56.11161

1547.4249999999997,0.00372,-40.00894

1547.4299999999998,-0.00737,-37.25896

1547.4349999999997,0.00348,-38.92986

1547.4399999999998,0.08714,-55.8193

1547.445,-0.00299,-38.69159

1547.4499999999998,-0.01192,-36.30441

1547.4549999999997,-0.00762,-37.241

1547.4599999999998,-0.00874,-37.17822

1547.4649999999997,-0.00898,-37.16768

1547.47,0.02716,-43.92429

1547.475,-0.00993,-37.65914

1547.4799999999998,0.08711,-55.85147

1547.485,-0.0105,-36.74353

1547.4899999999998,0.00468,-39.44522

1547.4949999999997,-0.01251,-35.72735

1547.5,0.00821,-39.80788

1547.5049999999999,-0.00281,-37.41609

1547.5099999999998,-0.00836,-36.31812

1547.5149999999999,0.08763,-56.10308

1547.5199999999998,0.08372,-56.10602

1547.5249999999999,0.08579,-55.94902

1547.53,-0.00349,-37.64758

1547.5349999999999,0.00584,-39.37076

1547.5399999999997,-0.02023,-37.65826

1547.5449999999998,-0.00445,-38.37535

1547.5499999999997,-0.00059,-38.28564

1547.5549999999998,0.08996,-55.97886

1547.56,0.08792,-55.98612

1547.5649999999998,0.01808,-42.42381

1547.5699999999997,-0.00753,-36.65451

1547.5749999999998,0.08474,-55.79679

1547.5799999999997,-0.00828,-37.05764

1547.585,0.08643,-55.78631

1547.59,0.00079,-38.65149

1547.5949999999998,-0.00662,-37.21666

1547.6,0.00207,-39.53426

1547.6049999999998,0.08395,-55.8735

1547.6099999999997,0.08604,-55.83364

1547.615,0.08405,-56.03115

1547.62,-0.01229,-37.2502

1547.6249999999998,-0.01183,-35.94279

1547.6299999999999,-0.00612,-37.11065

1547.6349999999998,-0.01454,-36.37165

1547.6399999999996,0.02659,-44.21297

1547.645,-0.00598,-37.51465

1547.6499999999999,-0.01339,-36.35603

1547.6549999999997,-0.00645,-38.14598

1547.6599999999999,0.08449,-56.0388

1547.6649999999997,-0.00325,-37.95423

1547.6699999999998,-0.01016,-36.19057

1547.675,-0.00814,-36.62989

1547.6799999999998,0.08413,-56.07608

1547.685,0.0861,-55.90344

1547.6899999999998,0.08726,-55.80022

1547.6949999999997,0.08492,-55.85293

1547.6999999999998,0.08535,-55.83664

1547.705,0.08655,-55.78951

1547.7099999999998,0.08476,-55.84979

1547.715,0.08165,-55.93019

1547.7199999999998,0.08397,-55.87089

1547.7249999999997,0.08613,-55.86184

1547.73,-0.00751,-36.95686

1547.735,-0.01373,-35.49309

1547.7399999999998,-0.00281,-37.71617

1547.745,0.08452,-55.88428

1547.7499999999998,-0.00181,-38.21872

1547.7549999999997,-0.0113,-37.00126

1547.76,0.08794,-56.01935

1547.7649999999999,-0.00089,-38.28242

1547.7699999999998,-0.00694,-36.88012

1547.7749999999999,0.08592,-56.15323

1547.7799999999997,0.08419,-56.20208

1547.7849999999996,-0.0132,-36.78659

1547.79,-0.0068,-39.28105

1547.7949999999998,0.08034,-56.10844

1547.8,0.08614,-55.88091

1547.8049999999998,0.08716,-55.88871

1547.8099999999997,0.08817,-55.91219

1547.8149999999998,0.08783,-55.9409

1547.82,0.08739,-55.97314

1547.8249999999998,-0.00102,-38.07384

1547.83,-0.00951,-36.5525

1547.8349999999998,-0.01377,-36.24171

1547.8399999999997,0.00975,-40.79276

1547.8449999999998,0.00605,-39.72453

1547.85,0.00134,-39.38607

1547.8549999999998,0.08757,-56.16105

1547.86,0.08847,-56.0537

1547.8649999999998,0.08803,-55.92749

1547.8699999999997,0.08465,-55.9683

1547.8749999999998,0.0829,-56.04773

1547.8799999999999,0.08655,-55.98172

1547.8849999999998,0.08803,-55.97789

1547.8899999999999,-0.00953,-37.31141

1547.8949999999998,-0.0069,-37.5297

1547.8999999999996,0.08765,-56.11492

1547.905,0.08951,-56.13948

