lambda,CH0 - loss [db/um],CH0 - insertion loss [dB] 
1554.3449999999998,-0.05712,-43.75319
1554.35,-0.06031,-43.69265
1554.3549999999998,-0.2005,-34.58163
1554.3599999999997,-0.06227,-43.48243
1554.3649999999998,-0.07061,-42.7429
1554.37,-0.19652,-33.89686
1554.3749999999998,-0.07189,-42.38907
1554.3799999999999,-0.07513,-42.75991
1554.3849999999998,-0.07274,-42.82933
1554.3899999999999,-0.05307,-43.73284
1554.3949999999998,-0.06198,-43.42116
1554.3999999999999,-0.20006,-34.42794
1554.405,-0.20759,-35.00941
1554.4099999999999,-0.19728,-33.9251
1554.4149999999997,-0.06195,-42.98455
1554.4199999999998,-0.19367,-34.2928
1554.425,-0.22395,-33.32269
1554.4299999999998,-0.05924,-43.22413
1554.435,-0.2119,-33.71324
1554.4399999999998,-0.07597,-42.19761
1554.4449999999997,-0.19838,-33.50187
1554.4499999999998,-0.06643,-43.00678
1554.455,-0.06189,-43.66712
1554.4599999999998,-0.04353,-44.41299
1554.465,-0.20252,-33.74181
1554.4699999999998,-0.20127,-33.74926
1554.4749999999997,-0.07537,-42.94277
1554.4799999999998,-0.1965,-34.44822
1554.485,-0.19553,-33.89546
1554.4899999999998,-0.19391,-33.9436
1554.495,-0.19549,-34.50383
1554.4999999999998,-0.19674,-34.36929
1554.5049999999999,-0.19488,-33.85158
1554.5099999999998,-0.19981,-33.75475
1554.5149999999999,-0.19699,-33.93514
1554.52,-0.19592,-34.07768
1554.5249999999999,-0.04813,-43.61779
1554.5299999999997,-0.056,-43.51689
1554.5349999999999,-0.0582,-43.16204
1554.5399999999997,-0.06553,-42.75534
1554.5449999999998,-0.19911,-34.40158
1554.55,-0.19934,-34.43753
1554.5549999999998,-0.20105,-34.26532
1554.5599999999997,-0.1997,-34.25842
1554.5649999999998,-0.19895,-34.15998
1554.57,-0.06859,-42.98339
1554.5749999999998,-0.06229,-43.21051
1554.58,-0.07124,-42.21772
1554.5849999999998,-0.05417,-43.84603
1554.5899999999997,-0.07525,-42.25999
1554.5949999999998,-0.1942,-34.6176
1554.6,-0.06009,-43.34775
1554.6049999999998,-0.19993,-34.0734
1554.61,-0.20049,-34.95132
1554.6149999999998,-0.07043,-43.02708
1554.62,-0.09005,-41.55614
1554.6249999999998,-0.0665,-43.53569
1554.6299999999999,-0.08415,-42.58132
1554.635,-0.04915,-44.32623
1554.6399999999999,-0.07302,-43.51407
1554.6449999999998,-0.05009,-44.35747
1554.6499999999999,-0.06575,-42.95814
1554.6549999999997,-0.19151,-34.53386
1554.6599999999999,-0.20015,-34.68286
1554.665,-0.06743,-43.02002
1554.6699999999998,-0.05188,-44.12225
1554.6749999999997,-0.19695,-34.17107
1554.6799999999998,-0.05207,-43.87628
1554.6849999999997,-0.19152,-35.09149
1554.6899999999998,-0.19244,-34.88186
1554.695,-0.19467,-34.5193
1554.6999999999998,-0.19855,-34.30488
1554.7049999999997,-0.19987,-34.31063
1554.7099999999998,-0.19487,-34.61259
1554.715,-0.20257,-35.04485
1554.7199999999998,-0.08335,-42.00047
1554.725,-0.05676,-44.07529
1554.7299999999998,-0.19924,-34.97827
1554.735,-0.06014,-44.21247
1554.7399999999998,-0.19951,-35.23085
1554.745,-0.06434,-43.79008
1554.75,-0.2009,-34.28259
1554.7549999999999,-0.05038,-44.40862
1554.7599999999998,-0.05022,-44.30017
1554.7649999999999,-0.04563,-44.97159
1554.7699999999998,-0.06148,-43.32546
1554.7749999999999,-0.06987,-42.83595
1554.78,-0.05818,-43.98317
1554.7849999999999,-0.19519,-34.90948
1554.7899999999997,-0.04236,-45.04732
1554.7949999999998,-0.04733,-44.49898
1554.7999999999997,-0.07474,-42.40934
1554.8049999999998,-0.1959,-34.10741
1554.81,-0.05492,-43.3857
1554.8149999999998,-0.07143,-42.66301
1554.8199999999997,-0.19017,-34.62364
1554.8249999999998,-0.05861,-43.78107
1554.8299999999997,-0.19504,-34.78366
1554.835,-0.20094,-34.35859
1554.84,-0.19993,-34.46831
1554.8449999999998,-0.19644,-34.42644
1554.85,-0.19605,-34.18258
1554.8549999999998,-0.19818,-34.72218
1554.8599999999997,-0.2007,-35.30245
1554.865,-0.21898,-34.47272
1554.87,-0.19924,-34.4398
1554.8749999999998,-0.1945,-34.36657
1554.8799999999999,-0.10838,-45.87898
1554.8849999999998,-0.19576,-34.27603
1554.8899999999999,-0.07834,-42.28078
1554.895,-0.05944,-44.58994
1554.8999999999999,-0.05492,-43.80929
1554.9049999999997,-0.19576,-34.34084
1554.9099999999999,-0.19693,-34.2288
1554.9149999999997,-0.19941,-34.57947
1554.9199999999998,-0.19582,-34.98354
1554.925,-0.05864,-43.20075
1554.9299999999998,-0.19153,-34.31785
1554.9349999999997,-0.19528,-34.25484
1554.9399999999998,-0.2021,-34.19987
1554.9449999999997,-0.19734,-34.13248
1554.95,-0.0928,-41.60661
1554.955,-0.07697,-42.88962
1554.9599999999998,-0.19789,-34.31385
1554.965,-0.0481,-44.66393
1554.9699999999998,-0.05719,-43.60355
1554.9749999999997,-0.19821,-34.25302
1554.98,-0.1955,-34.41919
1554.985,-0.19627,-34.60279
1554.9899999999998,-0.20089,-34.40739
1554.995,-0.07015,-43.06249
1554.9999999999998,-0.05649,-43.4395
1555.0049999999997,-0.08948,-41.6038
1555.01,-0.06307,-43.66959
1555.0149999999999,-0.20196,-34.02386
1555.0199999999998,-0.19264,-34.38959
1555.0249999999999,-0.0504,-44.17547
1555.0299999999997,-0.04864,-44.21061
1555.0349999999999,-0.06103,-43.5327
1555.04,-0.0637,-43.44871
1555.0449999999998,-0.07392,-43.16977
1555.0499999999997,-0.06014,-43.77344
1555.0549999999998,-0.06584,-43.84605
1555.0599999999997,-0.20304,-34.47419
1555.0649999999998,-0.19896,-34.26996
1555.07,-0.19154,-34.76402
1555.0749999999998,-0.05717,-43.93781
1555.08,-0.0517,-44.99722
1555.0849999999998,-0.08514,-42.47732
1555.0899999999997,-0.19162,-35.50931
1555.095,-0.05048,-44.61521
1555.1,-0.1946,-34.89252
1555.1049999999998,-0.0844,-41.99511
1555.11,-0.05316,-43.96794
1555.1149999999998,-0.192,-34.75894
1555.1199999999997,-0.19425,-34.27061
1555.125,-0.19301,-34.25925
1555.1299999999999,-0.19118,-34.91753
1555.1349999999998,-0.20186,-34.41635
1555.1399999999999,-0.19927,-34.70684
1555.1449999999998,-0.19693,-34.54579
1555.1499999999996,-0.19939,-34.40285
1555.155,-0.05047,-44.67026
1555.1599999999999,-0.05337,-44.02595
1555.165,-0.20014,-35.60397
1555.1699999999998,-0.06474,-43.19878
1555.1749999999997,-0.0706,-43.30581
1555.1799999999998,-0.19385,-35.23276
1555.185,-0.06708,-43.61388
1555.1899999999998,-0.19646,-34.3732
1555.195,-0.04998,-44.28888
1555.1999999999998,-0.19115,-34.86076
1555.2049999999997,-0.19446,-34.20802
1555.2099999999998,-0.04409,-44.68616
1555.215,-0.03763,-45.00246
1555.2199999999998,-0.05477,-44.40549
1555.225,-0.0624,-44.90776
1555.2299999999998,-0.08144,-43.66451
1555.2349999999997,-0.04893,-44.51954
1555.24,-0.05893,-44.00415
1555.245,-0.19294,-34.95096
1555.2499999999998,-0.20026,-34.81758
1555.2549999999999,-0.05753,-43.97389
1555.2599999999998,-0.10316,-40.89273
1555.2649999999996,-0.22243,-33.81459
1555.27,-0.15088,-40.39196
1555.2749999999999,-0.20259,-34.46208
1555.28,-0.07336,-43.83649
1555.2849999999999,-0.19587,-34.94264
1555.2899999999997,-0.19115,-34.9057
1555.2949999999998,-0.07482,-43.22415
1555.3,-0.05486,-45.28018
1555.3049999999998,-0.0944,-41.86052
1555.31,-0.09363,-41.96716
1555.3149999999998,-0.05561,-44.15828
1555.3199999999997,-0.06426,-43.27858
1555.3249999999998,-0.19617,-34.66212
1555.33,-0.0663,-43.44697
1555.3349999999998,-0.07064,-44.7636
1555.34,-0.06457,-44.25529
1555.3449999999998,-0.06462,-43.98716
1555.3499999999997,-0.07153,-43.33328
1555.3549999999998,-0.04578,-45.11524
1555.36,-0.05897,-44.47232
1555.3649999999998,-0.0566,-43.63405
1555.37,-0.08071,-42.09773
1555.3749999999998,-0.06202,-44.347
1555.3799999999997,-0.07572,-43.49515
1555.385,-0.058,-43.61028
1555.3899999999999,-0.06116,-43.76182
1555.395,-0.0666,-44.06203
1555.3999999999999,-0.05941,-43.9122
1555.4049999999997,-0.20211,-34.5513
1555.4099999999999,-0.06847,-43.58217
1555.415,-0.06457,-43.9592
1555.4199999999998,-0.07743,-43.29506
1555.425,-0.0591,-44.16876
1555.4299999999998,-0.07594,-42.97932
1555.4349999999997,-0.19298,-34.56151
1555.4399999999998,-0.05068,-44.17181
1555.445,-0.06833,-43.26057
1555.4499999999998,-0.06579,-43.50466
1555.455,-0.06813,-43.62575
1555.4599999999998,-0.0592,-44.18568
1555.4649999999997,-0.04854,-45.01031
1555.4699999999998,-0.20136,-34.20017
1555.475,-0.05023,-44.38285
1555.4799999999998,-0.06607,-44.30187
1555.485,-0.0417,-45.29252
1555.4899999999998,-0.04568,-44.71145
1555.4949999999997,-0.04971,-44.38437
1555.4999999999998,-0.05797,-44.20323
1555.5049999999999,-0.0498,-44.41526
1555.51,-0.03707,-45.27612
1555.5149999999999,-0.04759,-45.22579
1555.5199999999998,-0.06614,-43.78123
1555.5249999999999,-0.06497,-43.93919
1555.5299999999997,-0.05872,-44.71517
1555.5349999999999,-0.05716,-44.49974
1555.54,-0.05271,-45.07264
1555.5449999999998,-0.06753,-43.91549
1555.5499999999997,-0.20278,-34.48334
1555.5549999999998,-0.19553,-34.69921
1555.56,-0.05087,-44.0012
1555.5649999999998,-0.04602,-44.57626
1555.57,-0.05035,-45.04036
1555.5749999999998,-0.05514,-44.91525
1555.5799999999997,-0.0618,-44.6004
1555.5849999999998,-0.0523,-44.97524
1555.59,-0.05626,-44.16151
1555.5949999999998,-0.0779,-42.81463
1555.6,-0.05864,-43.99384
1555.6049999999998,-0.07968,-42.87015
1555.6099999999997,-0.04732,-44.96197
1555.6149999999998,-0.20097,-34.61469
1555.62,-0.10532,-41.3727
1555.625,-0.06232,-44.12781
1555.6299999999999,-0.06348,-44.37296
1555.6349999999998,-0.06126,-44.55942
1555.6399999999999,-0.05787,-44.38035
1555.6449999999998,-0.05895,-43.99261
1555.6499999999999,-0.07655,-43.12106
1555.655,-0.06606,-44.87678
1555.6599999999999,-0.19174,-35.99942
1555.6649999999997,-0.06123,-44.55359
1555.6699999999998,-0.04227,-45.24049
1555.6749999999997,-0.0899,-47.73283
1555.6799999999998,-0.09956,-42.71051
1555.685,-0.0496,-45.32983
1555.6899999999998,-0.20043,-34.89529
1555.6949999999997,-0.04794,-45.12523
1555.6999999999998,-0.15165,-41.04587
1555.705,-0.07544,-43.9966
1555.7099999999998,-0.06037,-44.15389
1555.715,-0.04414,-45.27792
1555.7199999999998,-0.04192,-45.53592
1555.7249999999997,-0.05891,-44.50339
1555.7299999999998,-0.05891,-45.47309
1555.735,-0.06171,-44.83858
1555.74,-0.05642,-45.03703
1555.745,-0.19361,-35.40129
1555.7499999999998,-0.04785,-45.45934
1555.7549999999999,-0.04858,-45.20673
1555.7599999999998,-0.07425,-43.50964
1555.7649999999999,-0.2932,-31.84929
1555.77,-0.19475,-35.29962
1555.7749999999999,-0.0474,-45.58691
1555.7799999999997,-0.0579,-44.98207
1555.7849999999999,-0.15279,-40.97178
1555.7899999999997,-0.05623,-44.6511
1555.7949999999998,-0.06826,-44.25607
1555.8,-0.19866,-34.9028
1555.8049999999998,-0.19414,-35.42021
1555.8099999999997,-0.04858,-44.77347
1555.8149999999998,-0.21677,-34.24837
1555.8199999999997,-0.05614,-44.3565
1555.8249999999998,-0.20064,-34.39463
1555.83,-0.05598,-45.55968
1555.8349999999998,-0.06766,-43.54287
1555.84,-0.05713,-44.25796
1555.8449999999998,-0.05369,-43.93739
1555.85,-0.19757,-34.88638
1555.855,-0.20037,-34.78048
1555.86,-0.19225,-34.96537
1555.8649999999998,-0.19345,-35.63982
1555.87,-0.19702,-35.35997
1555.8749999999998,-0.05545,-44.54332
1555.8799999999999,-0.04424,-46.16155
1555.885,-0.04441,-45.41464
1555.8899999999999,-0.05962,-44.40003
1555.8949999999998,-0.21205,-36.16322
1555.8999999999999,-0.05762,-44.46612
1555.9049999999997,-0.10338,-46.57906
1555.9099999999999,-0.0486,-45.29016
1555.915,-0.03965,-45.78122
1555.9199999999998,-0.04714,-45.56783
1555.9249999999997,-0.0581,-44.63029
1555.9299999999998,-0.06266,-43.59933
1555.9349999999997,-0.19734,-35.66712
1555.9399999999998,-0.19277,-35.87618
1555.945,-0.29094,-31.46572
1555.9499999999998,-0.06118,-43.93983
1555.955,-0.0754,-42.83055
1555.9599999999998,-0.19052,-35.55974
1555.9649999999997,-0.19026,-35.76974
1555.97,-0.05321,-45.07723
1555.975,-0.12467,-39.98009
1555.9799999999998,-0.18832,-36.00189
1555.985,-0.08453,-43.07248
1555.9899999999998,-0.04845,-44.76481
1555.9949999999997,-0.07504,-44.17411
1556.0,-0.19561,-35.44345
1556.0049999999999,-0.19416,-35.46575
1556.0099999999998,-0.18801,-36.24157
1556.0149999999999,-0.19075,-36.38701
1556.0199999999998,-0.06021,-44.79463
1556.0249999999999,-0.19471,-35.96577
1556.03,-0.06458,-44.72782
1556.0349999999999,-0.06585,-44.52676
1556.0399999999997,-0.06628,-44.81516
1556.0449999999998,-0.06887,-44.5437
1556.0499999999997,-0.19389,-35.4135
1556.0549999999998,-0.04698,-45.2861
1556.06,-0.04806,-45.05464
1556.0649999999998,-0.06651,-44.35836
1556.07,-0.19396,-35.14474
1556.0749999999998,-0.1968,-35.45409
1556.0799999999997,-0.04726,-44.96039
1556.085,-0.05434,-44.8116
1556.09,-0.19295,-35.93189
1556.0949999999998,-0.18787,-36.54937
1556.1,-0.18868,-36.68972
1556.1049999999998,-0.28555,-32.83451
1556.1099999999997,-0.19911,-35.97332
1556.115,-0.05191,-45.09221
1556.12,-0.07204,-43.77098
1556.1249999999998,-0.1994,-36.05048
1556.1299999999999,-0.19365,-35.89716
1556.1349999999998,-0.20384,-35.72658
1556.1399999999996,-0.19553,-35.57107
1556.145,-0.06028,-45.63884
1556.1499999999999,-0.19144,-36.23238
1556.1549999999997,-0.0482,-45.24309
1556.1599999999999,-0.04954,-45.43356
1556.1649999999997,-0.05237,-45.12784
1556.1699999999998,-0.19725,-35.22095
1556.175,-0.19181,-35.50082
1556.1799999999998,-0.05562,-44.89936
1556.185,-0.19111,-36.04506
1556.1899999999998,-0.24538,-37.83659
1556.1949999999997,-0.19095,-35.96501
1556.1999999999998,-0.19622,-36.01624
1556.205,-0.19866,-35.78356
1556.2099999999998,-0.03976,-45.88281
1556.215,-0.19561,-35.60469
1556.2199999999998,-0.19108,-35.25148
1556.2249999999997,-0.20494,-35.79968
1556.23,-0.1983,-36.3423
1556.235,-0.1976,-35.79682
1556.2399999999998,-0.19202,-36.08718
1556.245,-0.19753,-35.51547
1556.2499999999998,-0.19234,-35.96445
1556.2549999999997,-0.06891,-44.3045
1556.26,-0.15198,-41.16343
1556.2649999999999,-0.06922,-44.44767
1556.2699999999998,-0.05053,-45.69583
1556.2749999999999,-0.05703,-45.35095
1556.2799999999997,-0.06889,-44.27039
1556.2849999999999,-0.15394,-41.05714
1556.29,-0.07315,-44.33455
1556.2949999999998,-0.06087,-45.46507
1556.3,-0.07037,-43.60743
1556.3049999999998,-0.05709,-44.98751
1556.3099999999997,-0.05793,-45.02925
1556.3149999999998,-0.04784,-44.97994
1556.32,-0.18991,-35.10317
1556.3249999999998,-0.19644,-35.83231
1556.33,-0.19649,-35.80897
1556.3349999999998,-0.05658,-44.58157
1556.3399999999997,-0.23851,-37.9506
1556.3449999999998,-0.05067,-45.05041
1556.35,-0.18996,-36.35436
1556.3549999999998,-0.08065,-43.71177
1556.36,-0.06687,-44.5907
1556.3649999999998,-0.0916,-42.87804
1556.3699999999997,-0.04754,-46.07878
1556.375,-0.04939,-45.34968
1556.3799999999999,-0.18544,-35.80562
1556.3849999999998,-0.20024,-35.4591
1556.3899999999999,-0.18963,-35.3926
1556.3949999999998,-0.19619,-35.56673
1556.3999999999999,-0.07186,-44.3673
1556.405,-0.04552,-45.86622
1556.4099999999999,-0.04339,-45.91443
1556.415,-0.04792,-45.22594
1556.4199999999998,-0.04966,-45.46826
1556.4249999999997,-0.19491,-36.04855
1556.4299999999998,-0.19014,-35.87315
1556.435,-0.19966,-35.23984
1556.4399999999998,-0.1985,-35.42883
1556.445,-0.05929,-44.78208
1556.4499999999998,-0.07094,-44.95625
1556.4549999999997,-0.19871,-35.94168
1556.4599999999998,-0.18865,-37.09586
1556.465,-0.19086,-36.08756
1556.4699999999998,-0.05319,-45.209
1556.475,-0.04598,-46.23347
1556.4799999999998,-0.05023,-45.49626
1556.4849999999997,-0.05221,-45.18654
1556.4899999999998,-0.07155,-46.247
1556.495,-0.1841,-36.821
1556.4999999999998,-0.19178,-35.71405
1556.5049999999999,-0.05912,-45.32983
1556.5099999999998,-0.28929,-31.96494
1556.5149999999999,-0.19212,-36.36512
1556.5199999999998,-0.04641,-46.0542
1556.5249999999999,-0.0429,-46.02015
1556.53,-0.05547,-44.87911
1556.5349999999999,-0.05903,-45.82291
1556.5399999999997,-0.19595,-35.94221
1556.5449999999998,-0.19311,-36.28435
1556.55,-0.19406,-36.17297
1556.5549999999998,-0.19059,-35.93042
1556.56,-0.19127,-36.12759
1556.5649999999998,-0.19848,-35.66536
1556.5699999999997,-0.19082,-36.21097
1556.5749999999998,-0.05893,-45.45131
1556.58,-0.05557,-45.82111
1556.5849999999998,-0.19577,-36.45976
1556.59,-0.19474,-36.47771
1556.5949999999998,-0.19524,-36.99142
1556.5999999999997,-0.18915,-36.40967
1556.6049999999998,-0.19008,-36.52942
1556.61,-0.19042,-36.67814
1556.6149999999998,-0.05478,-45.9331
1556.62,-0.05101,-45.94623
1556.6249999999998,-0.04072,-46.55956
1556.6299999999999,-0.03139,-46.96938
1556.6349999999998,-0.07402,-45.96414
1556.6399999999999,-0.03703,-46.95613
1556.645,-0.03419,-47.13733
1556.6499999999999,-0.05107,-46.61099
1556.6549999999997,-0.0516,-45.77474
1556.6599999999999,-0.18565,-37.05837
1556.6649999999997,-0.09843,-47.60499
1556.6699999999998,-0.05297,-45.8176
1556.675,-0.04679,-46.80263
1556.6799999999998,-0.07251,-45.06835
1556.6849999999997,-0.0587,-45.33569
1556.6899999999998,-0.19649,-35.91661
1556.695,-0.05674,-45.31878
1556.6999999999998,-0.05017,-45.72238
1556.705,-0.05447,-46.42659
1556.7099999999998,-0.07343,-45.31491
1556.7149999999997,-0.19733,-36.45898
1556.7199999999998,-0.06042,-45.16982
1556.725,-0.09546,-44.58186
1556.7299999999998,-0.20066,-36.57934
1556.735,-0.08264,-44.40229
1556.7399999999998,-0.04735,-45.76918
1556.745,-0.03763,-46.17851
1556.7499999999998,-0.06279,-45.67418
1556.7549999999999,-0.19205,-36.07473
1556.76,-0.06253,-45.67842
1556.7649999999999,-0.09215,-48.16652
1556.7699999999998,-0.0524,-45.90848
1556.7749999999999,-0.16043,-41.80064
1556.7799999999997,-0.19158,-35.87192
1556.7849999999999,-0.29221,-32.20833
1556.79,-0.19202,-36.3274
1556.7949999999998,-0.05666,-46.33537
1556.7999999999997,-0.06151,-45.87446
1556.8049999999998,-0.19616,-36.14524
1556.8099999999997,-0.07034,-44.62735
1556.8149999999998,-0.1171,-47.11083
1556.82,-0.09502,-47.58249
1556.8249999999998,-0.05506,-46.08186
1556.8299999999997,-0.18971,-36.63655
1556.8349999999998,-0.19733,-36.62252
1556.84,-0.05031,-45.68401
1556.845,-0.06453,-45.48703
1556.85,-0.21278,-36.5002
1556.8549999999998,-0.05886,-45.9448
1556.86,-0.14352,-41.97292
1556.8649999999998,-0.05832,-44.86039
1556.87,-0.19299,-35.93862
1556.875,-0.09925,-48.248
1556.8799999999999,-0.0429,-46.59137
1556.8849999999998,-0.03989,-46.85125
1556.8899999999999,-0.04217,-46.48183
1556.8949999999998,-0.05422,-45.6613
1556.8999999999999,-0.07004,-44.48083
1556.905,-0.07567,-44.69812
1556.9099999999999,-0.14084,-42.83824
1556.9149999999997,-0.18917,-36.60826
1556.9199999999998,-0.19759,-35.86117
1556.9249999999997,-0.19304,-36.31633
1556.9299999999998,-0.05618,-45.698
1556.935,-0.19322,-36.94679
1556.9399999999998,-0.18947,-36.89483
1556.9449999999997,-0.0607,-44.602
1556.9499999999998,-0.06984,-46.12683
1556.9549999999997,-0.20129,-36.65003
1556.96,-0.1866,-36.97404
1556.965,-0.1847,-38.79861
1556.9699999999998,-0.19118,-36.55532
1556.975,-0.18501,-37.21509
1556.9799999999998,-0.05345,-46.56308
1556.9849999999997,-0.0379,-46.7485
1556.99,-0.15305,-42.12698
1556.995,-0.28882,-32.78211
1556.9999999999998,-0.28761,-33.09193
1557.0049999999999,-0.04435,-46.91964
1557.0099999999998,-0.0375,-46.84702
1557.0149999999999,-0.21236,-36.29858
1557.02,-0.19063,-37.19272
1557.0249999999999,-0.23416,-40.12504
1557.0299999999997,-0.05693,-46.68843
1557.0349999999999,-0.04394,-46.88525
1557.0399999999997,-0.04076,-47.08658
1557.0449999999998,-0.04311,-47.7978
1557.05,-0.05476,-46.28348
1557.0549999999998,-0.07409,-44.86876
1557.0599999999997,-0.0491,-46.42122
1557.0649999999998,-0.04598,-46.93839
1557.0699999999997,-0.07522,-45.92384
1557.075,-0.09165,-48.60979
1557.08,-0.04106,-46.95208
1557.0849999999998,-0.05904,-46.05268
1557.09,-0.07176,-44.94088
1557.0949999999998,-0.19099,-36.57214
1557.0999999999997,-0.1869,-37.23016
1557.105,-0.08068,-45.74956
1557.11,-0.04268,-46.50586
1557.1149999999998,-0.18656,-37.05209
1557.12,-0.04779,-48.01811
1557.1249999999998,-0.15622,-41.68364
1557.1299999999997,-0.2115,-36.37067
1557.135,-0.05536,-46.29942
1557.1399999999999,-0.10459,-47.72486
1557.1449999999998,-0.04741,-46.22225
1557.1499999999999,-0.03854,-46.59516
1557.1549999999997,-0.05975,-46.95787
1557.1599999999999,-0.09404,-49.50454
1557.165,-0.24122,-39.32984
1557.1699999999998,-0.06104,-45.80684
1557.175,-0.04101,-46.40161
1557.1799999999998,-0.05147,-45.12276
1557.1849999999997,-0.18901,-36.17914
1557.1899999999998,-0.19625,-36.22498
1557.195,-0.19415,-36.94783
1557.1999999999998,-0.19992,-36.54253
1557.205,-0.19543,-35.76747
1557.2099999999998,-0.07099,-45.19425
1557.2149999999997,-0.15008,-42.49488
1557.22,-0.192,-36.75218
1557.225,-0.1977,-36.53545
1557.2299999999998,-0.10311,-43.06484
1557.235,-0.19459,-36.82317
1557.2399999999998,-0.05621,-45.99184
1557.2449999999997,-0.0496,-45.7676
1557.25,-0.04923,-47.21743
1557.2549999999999,-0.05145,-46.72972
1557.2599999999998,-0.1575,-41.63687
1557.2649999999999,-0.20605,-35.80712
1557.2699999999998,-0.194,-35.95525
1557.2749999999996,-0.19557,-36.83905
1557.28,-0.19588,-37.08412
1557.2849999999999,-0.19174,-36.80654
1557.29,-0.19221,-37.29255
1557.2949999999998,-0.04657,-46.61042
1557.2999999999997,-0.18703,-37.63218
1557.3049999999998,-0.06988,-45.11113
1557.31,-0.04623,-45.91689
1557.3149999999998,-0.06175,-45.03835
1557.32,-0.19799,-36.72062
1557.3249999999998,-0.28534,-33.56676
1557.3299999999997,-0.05928,-46.10881
1557.3349999999998,-0.16322,-41.82552
1557.34,-0.04889,-47.48361
1557.3449999999998,-0.05554,-46.20503
1557.35,-0.17953,-37.45816
1557.3549999999998,-0.2395,-39.28218
1557.3599999999997,-0.19162,-37.20296
1557.365,-0.05842,-45.7321
1557.37,-0.11076,-47.11536
1557.3749999999998,-0.10269,-48.20356
1557.3799999999999,-0.28568,-33.15808
1557.3849999999998,-0.20462,-36.89856
1557.3899999999996,-0.06745,-45.38903
1557.395,-0.05922,-47.19583
1557.3999999999999,-0.0435,-47.25858
1557.405,-0.03848,-47.15776
1557.4099999999999,-0.05332,-46.821
1557.4149999999997,-0.07006,-45.63587
1557.4199999999998,-0.0511,-46.93295
1557.425,-0.18985,-37.30818
1557.4299999999998,-0.19593,-36.64813
1557.435,-0.19318,-37.04842
1557.4399999999998,-0.2016,-37.02159
1557.4449999999997,-0.19234,-36.93765
1557.4499999999998,-0.19259,-36.90967
1557.455,-0.07669,-45.78543
1557.4599999999998,-0.03983,-48.24819
1557.465,-0.12932,-44.27921
1557.4699999999998,-0.04051,-47.29955
1557.4749999999997,-0.19425,-44.70194
1557.4799999999998,-0.07893,-44.8334
1557.485,-0.15292,-41.83144
1557.4899999999998,-0.2884,-32.50295
1557.495,-0.28755,-32.99535
1557.4999999999998,-0.24283,-39.06824
1557.5049999999997,-0.04918,-47.81557
1557.51,-0.04072,-46.69362
1557.5149999999999,-0.23311,-39.78653
1557.52,-0.06226,-46.47123
1557.5249999999999,-0.18007,-38.09459
1557.5299999999997,-0.20219,-36.45421
1557.5349999999999,-0.18892,-37.99233
1557.54,-0.04254,-47.29869
1557.5449999999998,-0.08743,-49.3399
1557.55,-0.16168,-42.71018
1557.5549999999998,-0.04664,-47.6939
1557.5599999999997,-0.11452,-48.09796
1557.5649999999998,-0.22783,-40.72246
1557.57,-0.02985,-48.49546
1557.5749999999998,-0.20045,-38.5679
1557.58,-0.07684,-44.50006
1557.5849999999998,-0.1463,-42.76156
1557.5899999999997,-0.082,-45.24613
1557.5949999999998,-0.05827,-47.14436
1557.6,-0.18415,-37.73449
1557.6049999999998,-0.06354,-45.9399
1557.61,-0.06752,-45.91822
1557.6149999999998,-0.15482,-42.47072
1557.6199999999997,-0.06753,-45.64662
1557.6249999999998,-0.19,-37.55307
1557.6299999999999,-0.23522,-39.87219
1557.635,-0.0515,-46.72255
1557.6399999999999,-0.08573,-44.20419
1557.6449999999998,-0.13597,-43.37321
1557.6499999999999,-0.07913,-44.7212
1557.6549999999997,-0.12498,-44.9609
1557.6599999999999,-0.03335,-48.60516
1557.665,-0.14032,-44.0569
1557.6699999999998,-0.18547,-37.95043
1557.6749999999997,-0.04209,-48.48551
1557.6799999999998,-0.04432,-47.10702
1557.685,-0.08329,-44.37138
1557.6899999999998,-0.19526,-44.65305
1557.695,-0.09814,-49.35514
1557.6999999999998,-0.07531,-45.77929
1557.7049999999997,-0.05232,-46.20499
1557.7099999999998,-0.19216,-36.77969
1557.715,-0.14733,-43.02016
1557.7199999999998,-0.05968,-46.67092
1557.725,-0.07633,-46.01063
1557.7299999999998,-0.18564,-37.2634
1557.7349999999997,-0.05133,-46.30176
1557.7399999999998,-0.14446,-43.00796
1557.745,-0.19483,-44.92064
1557.75,-0.06355,-46.97025
1557.7549999999999,-0.05711,-47.86246
1557.7599999999998,-0.13741,-44.5155
1557.7649999999999,-0.05321,-47.11823
1557.7699999999998,-0.18527,-38.36288
1557.7749999999999,-0.20315,-37.18784
1557.78,-0.18351,-38.00731
1557.7849999999999,-0.04618,-46.54585
1557.7899999999997,-0.05489,-46.29364
1557.7949999999998,-0.18442,-42.28467
1557.7999999999997,-0.15201,-42.94989
1557.8049999999998,-0.28289,-34.3577
1557.81,-0.04266,-47.43478
1557.8149999999998,-0.0389,-47.73856
1557.8199999999997,-0.05481,-47.20365
1557.8249999999998,-0.18518,-38.33808
1557.83,-0.14197,-43.5879
1557.8349999999998,-0.07279,-46.3425
1557.84,-0.19618,-37.85436
1557.8449999999998,-0.19117,-37.44395
1557.85,-0.20525,-36.57426
1557.8549999999998,-0.19856,-37.17003
1557.86,-0.2698,-37.89209
1557.865,-0.18081,-39.56667
1557.87,-0.13305,-44.26495
1557.8749999999998,-0.05472,-47.97329
